sequence_index,iteration,nf,incumbent_index,incumbent_full_objective,mean_gate_entanglement_infidelity_to_truth,mean_gate_average_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_spam_tracedist_to_truth,mean_gate_eigenvalue_nonunitarity_excess_to_truth,mean_gate_eigenvalue_diamondnorm_to_truth,mean_gate_eigenvalue_nonunitary_diamondnorm_to_truth,mean_gate_diamond_distance_to_truth
0,0,0,0,568445.5852990703,0.002273422622213639,0.0015156150814757592,0.0069771033542395085,0.004937894532976495,-0.003850330725303386,0.008134373632380808,0.004513942584111835,0.015113464757287321
1,1,1,1,311419.6629393576,0.04139073439750157,0.02759382293166772,0.0710211242211597,0.0566141889852034,0.059688634129662375,0.08161351816589203,0.06895293520725751,0.149260676155961
2,2,2,1,311419.6629393576,0.04139073439750157,0.02759382293166772,0.0710211242211597,0.0566141889852034,0.059688634129662375,0.08161351816589203,0.06895293520725751,0.149260676155961
3,3,3,3,175095.42450322903,0.03331012352624246,0.022206749017494976,0.05207248082397687,0.03703534789148709,0.03355554991809956,0.06561980239380583,0.05006047765953481,0.11988073019129253
4,4,4,3,175095.42450322903,0.03331012352624246,0.022206749017494976,0.05207248082397687,0.03703534789148709,0.03355554991809956,0.06561980239380583,0.05006047765953481,0.11988073019129253
5,5,5,3,175095.42450322903,0.03331012352624246,0.022206749017494976,0.05207248082397687,0.03703534789148709,0.03355554991809956,0.06561980239380583,0.05006047765953481,0.11988073019129253
6,6,6,6,109390.13963921819,0.017616586940458007,0.011744391293638672,0.04067226810935933,0.033416466235428946,0.018719029448427606,0.034239621516510096,0.026072140454767107,0.07686766583122619
7,7,7,6,109390.13963921819,0.017616586940458007,0.011744391293638672,0.04067226810935933,0.033416466235428946,0.018719029448427606,0.034239621516510096,0.026072140454767107,0.07686766583122619
8,8,8,6,109390.13963921819,0.017616586940458007,0.011744391293638672,0.04067226810935933,0.033416466235428946,0.018719029448427606,0.034239621516510096,0.026072140454767107,0.07686766583122619
9,9,9,9,84015.73154768857,0.016203529196272104,0.010802352797514736,0.022781480848310286,0.017398459773729766,0.01745297485973927,0.026951062161135693,0.0247195763173243,0.06297818190656236
10,10,10,10,80208.93257134676,0.010230044340357708,0.006820029560238472,0.014148111290023219,0.008730398129178224,0.013096344959842125,0.029265122403376954,0.01694102644186532,0.0540833488413795
11,11,11,10,80208.93257134676,0.010230044340357708,0.006820029560238472,0.014148111290023219,0.008730398129178224,0.013096344959842125,0.029265122403376954,0.01694102644186532,0.0540833488413795
12,12,12,12,50101.83006132923,0.013410525322558348,0.008940350215038898,0.01754747621880191,0.00998180851479309,0.014287904936648284,0.020811213616166967,0.018286506646869795,0.05094960288160992
13,13,13,12,50101.83006132923,0.013410525322558348,0.008940350215038898,0.01754747621880191,0.00998180851479309,0.014287904936648284,0.020811213616166967,0.018286506646869795,0.05094960288160992
14,14,14,14,43089.29587867127,0.006125926604086174,0.004083951069390783,0.0067415289167981575,0.005310301789294751,0.008404256614174689,0.009466449941203544,0.008921966109255282,0.025257252898409212
15,15,15,14,43089.29587867127,0.006125926604086174,0.004083951069390783,0.0067415289167981575,0.005310301789294751,0.008404256614174689,0.009466449941203544,0.008921966109255282,0.025257252898409212
16,16,16,16,37336.4438704457,0.005525984452794369,0.0036839896351962462,0.006189456160613585,0.004745589359396194,0.00716975344390243,0.010215588385165817,0.009638068156652392,0.02092455830189857
17,17,17,16,37336.4438704457,0.005525984452794369,0.0036839896351962462,0.006189456160613585,0.004745589359396194,0.00716975344390243,0.010215588385165817,0.009638068156652392,0.02092455830189857
18,18,18,16,37336.4438704457,0.005525984452794369,0.0036839896351962462,0.006189456160613585,0.004745589359396194,0.00716975344390243,0.010215588385165817,0.009638068156652392,0.02092455830189857
19,19,19,19,26256.73228329402,0.002433245846922505,0.0016221638979483366,0.005704823967386243,0.0040687829576056146,0.00317674850195325,0.0070585917093687455,0.0038999099857620068,0.01262812593946079
20,20,20,19,26256.73228329402,0.002433245846922505,0.0016221638979483366,0.005704823967386243,0.0040687829576056146,0.00317674850195325,0.0070585917093687455,0.0038999099857620068,0.01262812593946079
21,21,21,21,16817.482959153313,0.0027956332897794145,0.0018637555265196097,0.004612264022535646,0.0034785436906053773,0.004028408439241134,0.005677279337890046,0.005339952627617661,0.01069550612039722
22,22,22,22,10675.000497102616,0.0004345085051334907,0.00028967233675566045,0.003569679478350828,0.002315376988895666,0.0007706645181039876,0.004539354216138449,0.000829183015467562,0.007832830491231728
23,23,23,22,10675.000497102616,0.0004345085051334907,0.00028967233675566045,0.003569679478350828,0.002315376988895666,0.0007706645181039876,0.004539354216138449,0.000829183015467562,0.007832830491231728
24,24,24,22,10675.000497102616,0.0004345085051334907,0.00028967233675566045,0.003569679478350828,0.002315376988895666,0.0007706645181039876,0.004539354216138449,0.000829183015467562,0.007832830491231728
25,25,25,25,3788.7509499845964,0.0008073790184851548,0.0005382526789901032,0.0021143503941066545,0.0014280026641078731,0.000934732446191397,0.0015298820148845265,0.001317743781919685,0.0031968667089862604
26,26,26,26,2201.605008741753,0.00047939977651412224,0.00031959985100941485,0.0018463989198680634,0.001179353551266633,0.0005498810002551105,0.0008390566501493683,0.0007965956658296178,0.0022351750658705237
27,27,27,26,2201.605008741753,0.00047939977651412224,0.00031959985100941485,0.0018463989198680634,0.001179353551266633,0.0005498810002551105,0.0008390566501493683,0.0007965956658296178,0.0022351750658705237
28,28,28,26,2201.605008741753,0.00047939977651412224,0.00031959985100941485,0.0018463989198680634,0.001179353551266633,0.0005498810002551105,0.0008390566501493683,0.0007965956658296178,0.0022351750658705237
29,29,29,26,2201.605008741753,0.00047939977651412224,0.00031959985100941485,0.0018463989198680634,0.001179353551266633,0.0005498810002551105,0.0008390566501493683,0.0007965956658296178,0.0022351750658705237
30,30,30,30,1379.455286050923,0.0002630874905333036,0.00017539166035553574,0.0020002562423943556,0.0013440384340420342,0.00024270473924010993,0.000383311120292627,0.00035639703269439715,0.0017595082657911577
31,31,31,31,1209.8252965444337,0.0002255934733443321,0.0001503956488962214,0.0019255425063997508,0.0012829088638946148,0.00018260631925761522,0.00032896028724408306,0.000254719143853957,0.0017576714467396244
32,32,32,32,1127.3833882560994,0.00021504327670635037,0.00014336218447090027,0.0018260377386125626,0.0012045476682709638,5.526928375169937e-05,0.00027762204213338656,0.00022124788043967336,0.0016663975432045098
33,33,33,33,1057.287535039885,0.0001852046220653103,0.0001234697480435402,0.0018750887514767535,0.001247731086478088,2.086194427250443e-05,0.00023022009066046522,0.0001548541218280991,0.001672680956695041
34,34,34,34,1045.5904227951874,0.00017661021469023153,0.00011774014312682102,0.0018911005677308315,0.0012558292187494083,1.0886343180062374e-05,0.00023215408236851353,0.0001475407740834725,0.0016596399869895527
35,35,35,34,1045.5904227951874,0.00017661021469023153,0.00011774014312682102,0.0018911005677308315,0.0012558292187494083,1.0886343180062374e-05,0.00023215408236851353,0.0001475407740834725,0.0016596399869895527
36,36,36,34,1045.5904227951874,0.00017661021469023153,0.00011774014312682102,0.0018911005677308315,0.0012558292187494083,1.0886343180062374e-05,0.00023215408236851353,0.0001475407740834725,0.0016596399869895527
37,37,37,37,996.2089999945206,0.00014476185813744324,9.650790542496217e-05,0.0018111990290638335,0.0012077757677190994,1.3148582839933587e-05,0.00020913928934969801,0.0001024523240920755,0.001533251975469006
38,38,38,37,996.2089999945206,0.00014476185813744324,9.650790542496217e-05,0.0018111990290638335,0.0012077757677190994,1.3148582839933587e-05,0.00020913928934969801,0.0001024523240920755,0.001533251975469006
39,39,39,39,976.4631449080107,0.00014190595660570904,9.460397107047269e-05,0.0018628868116831862,0.0012448111223347788,-1.7052729253445864e-05,0.00021342951118747788,0.00011007060916377875,0.0015664951938385257
40,40,40,39,976.4631449080107,0.00014190595660570904,9.460397107047269e-05,0.0018628868116831862,0.0012448111223347788,-1.7052729253445864e-05,0.00021342951118747788,0.00011007060916377875,0.0015664951938385257
41,41,41,41,972.2247113839886,0.00013356121520899378,8.904081013932919e-05,0.0018420421045166585,0.0012280682832862956,-2.791230707459985e-05,0.0001969041965936639,9.796959317134174e-05,0.001559045223068151
42,42,42,41,972.2247113839886,0.00013356121520899378,8.904081013932919e-05,0.0018420421045166585,0.0012280682832862956,-2.791230707459985e-05,0.0001969041965936639,9.796959317134174e-05,0.001559045223068151
43,43,43,43,971.5388326579811,0.0001353872221445951,9.025814809639673e-05,0.0018246109959956895,0.0012146618357368466,-2.7767305553559607e-05,0.00021319921465929833,0.00010311898821941529,0.0015715927741395555
44,44,44,43,971.5388326579811,0.0001353872221445951,9.025814809639673e-05,0.0018246109959956895,0.0012146618357368466,-2.7767305553559607e-05,0.00021319921465929833,0.00010311898821941529,0.0015715927741395555
45,45,45,43,971.5388326579811,0.0001353872221445951,9.025814809639673e-05,0.0018246109959956895,0.0012146618357368466,-2.7767305553559607e-05,0.00021319921465929833,0.00010311898821941529,0.0015715927741395555
46,46,46,46,962.8636130829998,0.00012690671775320017,8.460447850213346e-05,0.0017984899129675908,0.0011866721433138267,-3.489065436547423e-05,0.00020374269640106485,9.023443047481011e-05,0.0015468514518830923
47,47,47,46,962.8636130829998,0.00012690671775320017,8.460447850213346e-05,0.0017984899129675908,0.0011866721433138267,-3.489065436547423e-05,0.00020374269640106485,9.023443047481011e-05,0.0015468514518830923
48,48,48,46,962.8636130829998,0.00012690671775320017,8.460447850213346e-05,0.0017984899129675908,0.0011866721433138267,-3.489065436547423e-05,0.00020374269640106485,9.023443047481011e-05,0.0015468514518830923
49,49,49,49,958.3356602278236,0.00011888079571206744,7.925386380804497e-05,0.0018087887769314061,0.0011941994872029721,-3.8761453577507154e-05,0.00020121147970757466,7.743333991241247e-05,0.0015338972210507662
