iteration,nf,previous_rho,trust_region_delta,adaptive_schedule,requested_budget,scheduled_budget,shots_added,active_circuits,revealed_union_circuits,accounted_revealed_shots,total_shot_budget,remaining_shot_budget,shot_budget_exhausted,physical_precomputed_shots
0,0,,0.1,lazy_delta_inverse_square,0,0,0,168,168,117600,819000,701400,False,1342600
1,1,24.7668123673126,0.2,lazy_delta_inverse_square,0,0,0,353,353,247100,819000,571900,False,1342600
2,2,-0.402872557483597,0.1,lazy_delta_inverse_square,0,0,0,353,353,247100,819000,571900,False,1342600
3,3,0.5494281861611845,0.2,lazy_delta_inverse_square,0,0,0,428,428,299600,819000,519400,False,1342600
4,4,-0.5081661207585872,0.1,lazy_delta_inverse_square,0,0,0,428,428,299600,819000,519400,False,1342600
5,5,0.38374075737070856,0.2,lazy_delta_inverse_square,10000,10000,10000,515,515,370500,819000,448500,False,1352600
6,6,-1.6778770969565486,0.1,lazy_delta_inverse_square,0,0,0,515,515,370500,819000,448500,False,1352600
7,7,-0.794558283507934,0.05,lazy_delta_inverse_square,0,0,0,515,515,370500,819000,448500,False,1352600
8,8,0.1611094520524284,0.1,lazy_delta_inverse_square,0,0,0,567,567,406900,819000,412100,False,1352600
9,9,-0.6660764553175933,0.05,lazy_delta_inverse_square,0,0,0,567,567,406900,819000,412100,False,1352600
10,10,0.7208865169072897,0.1,lazy_delta_inverse_square,10000,10000,10000,629,629,460300,819000,358700,False,1362600
11,11,-1.5420763872269119,0.05,lazy_delta_inverse_square,0,0,0,629,629,460300,819000,358700,False,1362600
12,12,-0.5383341204136332,0.025,lazy_delta_inverse_square,0,0,0,629,629,460300,819000,358700,False,1362600
13,13,0.7827015378033756,0.05,lazy_delta_inverse_square,0,0,0,689,689,502300,819000,316700,False,1362600
14,14,-0.6171594700012737,0.025,lazy_delta_inverse_square,0,0,0,689,689,502300,819000,316700,False,1362600
15,15,0.5861264984982769,0.05,lazy_delta_inverse_square,10000,10000,10000,714,714,529800,819000,289200,False,1372600
16,16,-0.5442213829037772,0.025,lazy_delta_inverse_square,0,0,0,714,714,529800,819000,289200,False,1372600
17,17,-0.13041264368943623,0.0125,lazy_delta_inverse_square,0,0,0,714,714,529800,819000,289200,False,1372600
18,18,0.4366001345473543,0.025,lazy_delta_inverse_square,0,0,0,744,744,550800,819000,268200,False,1372600
19,19,-0.3071803400276371,0.0125,lazy_delta_inverse_square,0,0,0,744,744,550800,819000,268200,False,1372600
20,20,0.3272274485271083,0.025,lazy_delta_inverse_square,10000,10000,9685,760,760,571685,819000,247315,False,1382285
21,21,-0.20682348689035146,0.0125,lazy_delta_inverse_square,0,0,0,760,760,571685,819000,247315,False,1382285
22,22,0.028779734478008693,0.00625,lazy_delta_inverse_square,0,0,0,770,770,578685,819000,240315,False,1382285
23,23,0.7375209097066813,0.0125,lazy_delta_inverse_square,0,0,0,782,782,587085,819000,231915,False,1382285
24,24,0.5870009683493562,0.025,lazy_delta_inverse_square,0,0,0,782,782,587085,819000,231915,False,1382285
25,25,0.3195282192548017,0.05,lazy_delta_inverse_square,10000,10000,10000,782,782,597085,819000,221915,False,1392285
26,26,-0.09489663704173674,0.025,lazy_delta_inverse_square,0,0,0,782,782,597085,819000,221915,False,1392285
27,27,0.6697914997551226,0.05,lazy_delta_inverse_square,0,0,0,787,787,600585,819000,218415,False,1392285
28,28,-3.365490980377135,0.025,lazy_delta_inverse_square,0,0,0,787,787,600585,819000,218415,False,1392285
29,29,-0.914009717123321,0.0125,lazy_delta_inverse_square,0,0,0,787,787,600585,819000,218415,False,1392285
30,30,0.8022426503289837,0.025,lazy_delta_inverse_square,10000,10000,10000,792,792,614085,819000,204915,False,1402285
31,31,0.9061985017199629,0.0125,lazy_delta_inverse_square,0,0,0,792,792,614085,819000,204915,False,1402285
32,32,-2.6514069998963703,0.00625,lazy_delta_inverse_square,0,0,0,792,792,614085,819000,204915,False,1402285
33,33,-0.26160245628402345,0.003125,lazy_delta_inverse_square,0,0,0,792,792,614085,819000,204915,False,1402285
34,34,0.6636556224860272,0.00625,lazy_delta_inverse_square,0,0,0,792,792,614085,819000,204915,False,1402285
35,35,-4.50743280930513,0.003125,lazy_delta_inverse_square,10000,10000,10000,792,792,624085,819000,194915,False,1412285
36,36,0.4648396330166859,0.00625,lazy_delta_inverse_square,0,0,0,798,798,628285,819000,190715,False,1412285
37,37,-12.375473754558508,0.003125,lazy_delta_inverse_square,0,0,0,798,798,628285,819000,190715,False,1412285
38,38,-0.26176324360657194,0.0015625,lazy_delta_inverse_square,0,0,0,798,798,628285,819000,190715,False,1412285
39,39,0.7559183888834312,0.003125,lazy_delta_inverse_square,0,0,0,798,798,628285,819000,190715,False,1412285
40,40,-3.376444398037917,0.0015625,lazy_delta_inverse_square,10000,10000,10000,798,798,638285,819000,180715,False,1422285
41,41,0.6505760823856247,0.003125,lazy_delta_inverse_square,0,0,0,798,798,638285,819000,180715,False,1422285
42,42,-6.69461221517027,0.0015625,lazy_delta_inverse_square,0,0,0,798,798,638285,819000,180715,False,1422285
43,43,-0.06855585618111558,0.00078125,lazy_delta_inverse_square,0,0,0,798,798,638285,819000,180715,False,1422285
44,44,0.848651223862191,0.0015625,lazy_delta_inverse_square,0,0,0,804,804,642485,819000,176515,False,1422285
45,45,-0.56594154769399,0.00078125,lazy_delta_inverse_square,10000,10000,10000,804,804,652485,819000,166515,False,1432285
46,46,0.9244383068012564,0.0015625,lazy_delta_inverse_square,0,0,0,804,804,652485,819000,166515,False,1432285
47,47,-2.34009063221942,0.00078125,lazy_delta_inverse_square,0,0,0,804,804,652485,819000,166515,False,1432285
48,48,0.4179869252150257,0.0015625,lazy_delta_inverse_square,0,0,0,804,804,652485,819000,166515,False,1432285
49,49,-7.8328905338376265,0.00078125,lazy_delta_inverse_square,0,0,0,804,804,652485,819000,166515,False,1432285
50,50,-0.33043331632235906,0.000390625,lazy_delta_inverse_square,10000,10000,10000,804,804,662485,819000,156515,False,1442285
51,51,0.9591967013612657,0.00078125,lazy_delta_inverse_square,0,0,0,810,810,666685,819000,152315,False,1442285
52,52,0.6278165137035363,0.0015625,lazy_delta_inverse_square,0,0,0,810,810,666685,819000,152315,False,1442285
53,53,-1.8014382545085843,0.00078125,lazy_delta_inverse_square,0,0,0,810,810,666685,819000,152315,False,1442285
54,54,0.5566967812356713,0.0015625,lazy_delta_inverse_square,0,0,0,810,810,666685,819000,152315,False,1442285
55,55,-1.8665529512280774,0.00078125,lazy_delta_inverse_square,10000,10000,10000,810,810,676685,819000,142315,False,1452285
56,56,0.8550040228968252,0.0015625,lazy_delta_inverse_square,0,0,0,816,816,680885,819000,138115,False,1452285
57,57,-2.376221712163216,0.00078125,lazy_delta_inverse_square,0,0,0,816,816,680885,819000,138115,False,1452285
58,58,0.5355414742874915,0.0015625,lazy_delta_inverse_square,0,0,0,816,816,680885,819000,138115,False,1452285
59,59,-4.571627261521243,0.00078125,lazy_delta_inverse_square,0,0,0,816,816,680885,819000,138115,False,1452285
60,60,0.11688769331036618,0.0015625,lazy_delta_inverse_square,10000,10000,10000,816,816,690885,819000,128115,False,1462285
61,61,0.13295578047710233,0.003125,lazy_delta_inverse_square,0,0,0,816,816,690885,819000,128115,False,1462285
62,62,-6.461061809540429,0.0015625,lazy_delta_inverse_square,0,0,0,816,816,690885,819000,128115,False,1462285
63,63,0.41640565383729383,0.003125,lazy_delta_inverse_square,0,0,0,816,816,690885,819000,128115,False,1462285
64,64,-8.414021764688027,0.0015625,lazy_delta_inverse_square,0,0,0,816,816,690885,819000,128115,False,1462285
65,65,0.10037808589858359,0.003125,lazy_delta_inverse_square,10000,10000,10000,816,816,700885,819000,118115,False,1472285
66,66,-5.862800234473748,0.0015625,lazy_delta_inverse_square,0,0,0,816,816,700885,819000,118115,False,1472285
67,67,0.5881573032235856,0.003125,lazy_delta_inverse_square,0,0,0,816,816,700885,819000,118115,False,1472285
68,68,-9.344290405958002,0.0015625,lazy_delta_inverse_square,0,0,0,816,816,700885,819000,118115,False,1472285
69,69,0.013368760565876362,0.00078125,lazy_delta_inverse_square,0,0,0,816,816,700885,819000,118115,False,1472285
70,70,0.9244733116622165,0.0015625,lazy_delta_inverse_square,10000,10000,10000,816,816,710885,819000,108115,False,1482285
71,71,-0.44125354825981983,0.00078125,lazy_delta_inverse_square,0,0,0,816,816,710885,819000,108115,False,1482285
72,72,0.6749854729501445,0.0015625,lazy_delta_inverse_square,0,0,0,816,816,710885,819000,108115,False,1482285
73,73,-2.3561291772363013,0.00078125,lazy_delta_inverse_square,0,0,0,816,816,710885,819000,108115,False,1482285
74,74,0.494530326957096,0.0015625,lazy_delta_inverse_square,0,0,0,816,816,710885,819000,108115,False,1482285
75,75,-4.168719849528848,0.00078125,lazy_delta_inverse_square,10000,10000,10000,816,816,720885,819000,98115,False,1492285
76,76,0.6897943442565345,0.0015625,lazy_delta_inverse_square,0,0,0,816,816,720885,819000,98115,False,1492285
77,77,-2.2688641462954777,0.00078125,lazy_delta_inverse_square,0,0,0,816,816,720885,819000,98115,False,1492285
78,78,0.43870904360476004,0.0015625,lazy_delta_inverse_square,0,0,0,827,827,728585,819000,90415,False,1492285
79,79,-2.070381737068577,0.00078125,lazy_delta_inverse_square,0,0,0,827,827,728585,819000,90415,False,1492285
80,80,0.47548556721480706,0.0015625,lazy_delta_inverse_square,10000,10000,10000,827,827,738585,819000,80415,False,1502285
81,81,-0.7218120446716431,0.00078125,lazy_delta_inverse_square,0,0,0,827,827,738585,819000,80415,False,1502285
82,82,0.68717009270961,0.0015625,lazy_delta_inverse_square,0,0,0,827,827,738585,819000,80415,False,1502285
83,83,-1.278167907468172,0.00078125,lazy_delta_inverse_square,0,0,0,827,827,738585,819000,80415,False,1502285
