sequence_index,iteration,nf,incumbent_index,incumbent_full_objective,mean_gate_entanglement_infidelity_to_truth,mean_gate_average_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,0,0,0,378758.2571320026,0.00227342297002206,0.00151561531334804,0.00697710335423951,0.015113464757287046
1,1,1,1,203624.66956211027,0.04170653670133853,0.027804357800892354,0.08119603825652134,0.148246619519047
2,2,2,1,203624.66956211027,0.04170653670133853,0.027804357800892354,0.08119603825652134,0.148246619519047
3,3,3,3,132377.5312600161,0.03330613540326463,0.02220409026884309,0.06820968177921051,0.13317079283048908
4,4,4,3,132377.5312600161,0.03330613540326463,0.02220409026884309,0.06820968177921051,0.13317079283048908
5,5,5,5,116679.53792727739,0.012095967785447082,0.008063978523631388,0.04693755145722215,0.09880115057128439
6,6,6,6,97306.85329321976,0.020359004015221782,0.013572669343481187,0.03936252450094166,0.09293599526779406
7,7,7,6,97306.85329321976,0.020359004015221782,0.013572669343481187,0.03936252450094166,0.09293599526779406
8,8,8,8,66913.91816488196,0.012979028594813508,0.008652685729875672,0.015689886315239626,0.06234358275479407
9,9,9,8,66913.91816488196,0.012979028594813508,0.008652685729875672,0.015689886315239626,0.06234358275479407
10,10,10,10,53335.73923621618,0.011431838316220577,0.007621225544147051,0.008121764483861439,0.05451005219525682
11,11,11,10,53335.73923621618,0.011431838316220577,0.007621225544147051,0.008121764483861439,0.05451005219525682
12,12,12,12,45887.75518847295,0.012503508238404654,0.008335672158936436,0.017540454956396567,0.03934472891721531
13,13,13,12,45887.75518847295,0.012503508238404654,0.008335672158936436,0.017540454956396567,0.03934472891721531
14,14,14,12,45887.75518847295,0.012503508238404654,0.008335672158936436,0.017540454956396567,0.03934472891721531
15,15,15,15,21135.652749413362,0.0051430289899833115,0.0034286859933222074,0.014913913681995678,0.025119890001377165
16,16,16,15,21135.652749413362,0.0051430289899833115,0.0034286859933222074,0.014913913681995678,0.025119890001377165
17,17,17,17,14605.321108078873,0.004197509161057017,0.002798339440704678,0.005599042479238938,0.014366122459155597
18,18,18,17,14605.321108078873,0.004197509161057017,0.002798339440704678,0.005599042479238938,0.014366122459155597
19,19,19,17,14605.321108078873,0.004197509161057017,0.002798339440704678,0.005599042479238938,0.014366122459155597
20,20,20,20,9056.325911186632,0.0025496373515769277,0.0016997582343846185,0.0028865157132030154,0.008381301198687024
21,21,21,20,9056.325911186632,0.0025496373515769277,0.0016997582343846185,0.0028865157132030154,0.008381301198687024
22,22,22,22,8109.970918813218,0.0016025175533569136,0.0010683450355712758,0.005617597890995883,0.006850078032604909
23,23,23,23,6122.183699526365,0.0008307037525055183,0.0005538025016703455,0.002626323227211082,0.006008225562157608
24,24,24,23,6122.183699526365,0.0008307037525055183,0.0005538025016703455,0.002626323227211082,0.006008225562157608
25,25,25,25,3413.7303989291768,0.0009736444980534276,0.0006490963320356183,0.002138676162036607,0.0041151596033040284
26,26,26,25,3413.7303989291768,0.0009736444980534276,0.0006490963320356183,0.002138676162036607,0.0041151596033040284
27,27,27,27,1884.2346352408051,0.000450023981292208,0.00030001598752813863,0.0018849415579260745,0.003014346117369156
28,28,28,27,1884.2346352408051,0.000450023981292208,0.00030001598752813863,0.0018849415579260745,0.003014346117369156
29,29,29,27,1884.2346352408051,0.000450023981292208,0.00030001598752813863,0.0018849415579260745,0.003014346117369156
30,30,30,30,1113.1040327785795,0.00026887523342708497,0.00017925015561805663,0.0020904038606345127,0.0018324982786574189
31,31,31,30,1113.1040327785795,0.00026887523342708497,0.00017925015561805663,0.0020904038606345127,0.0018324982786574189
32,32,32,30,1113.1040327785795,0.00026887523342708497,0.00017925015561805663,0.0020904038606345127,0.0018324982786574189
33,33,33,33,979.1891562170929,0.00021629562754565956,0.0001441970850304397,0.002317021809631621,0.0016172487159984742
34,34,34,33,979.1891562170929,0.00021629562754565956,0.0001441970850304397,0.002317021809631621,0.0016172487159984742
35,35,35,33,979.1891562170929,0.00021629562754565956,0.0001441970850304397,0.002317021809631621,0.0016172487159984742
36,36,36,36,963.4237747363431,0.00025423224348333773,0.00016948816232222516,0.0021869407469333685,0.0015610243159069085
37,37,37,36,963.4237747363431,0.00025423224348333773,0.00016948816232222516,0.0021869407469333685,0.0015610243159069085
38,38,38,36,963.4237747363431,0.00025423224348333773,0.00016948816232222516,0.0021869407469333685,0.0015610243159069085
39,39,39,39,961.506272447401,0.0002753586629534177,0.00018357244196894512,0.002211999049586171,0.0015592341034861407
40,40,40,39,961.506272447401,0.0002753586629534177,0.00018357244196894512,0.002211999049586171,0.0015592341034861407
41,41,41,41,959.9147568513833,0.000271619859394584,0.00018107990626305598,0.002213233677158646,0.001577099267044056
42,42,42,41,959.9147568513833,0.000271619859394584,0.00018107990626305598,0.002213233677158646,0.001577099267044056
43,43,43,41,959.9147568513833,0.000271619859394584,0.00018107990626305598,0.002213233677158646,0.001577099267044056
44,44,44,44,959.9595146268532,0.0002703185209059211,0.00018021234727061408,0.0022051612719572226,0.0015931155631337935
45,45,45,44,959.9595146268532,0.0002703185209059211,0.00018021234727061408,0.0022051612719572226,0.0015931155631337935
46,46,46,46,959.859334563448,0.0002690671844872705,0.00017937812299151368,0.002207203635881249,0.001600829862133403
47,47,47,46,959.859334563448,0.0002690671844872705,0.00017937812299151368,0.002207203635881249,0.001600829862133403
48,48,48,46,959.859334563448,0.0002690671844872705,0.00017937812299151368,0.002207203635881249,0.001600829862133403
49,49,49,49,960.0586362367352,0.00026930031673125243,0.0001795335444875016,0.002200685558659727,0.001613406926619571
50,50,50,49,960.0586362367352,0.00026930031673125243,0.0001795335444875016,0.002200685558659727,0.001613406926619571
51,51,51,51,959.8668270898154,0.0002683175264394655,0.00017887835095964366,0.0022002406272279697,0.0016145889401162406
52,52,52,51,959.8668270898154,0.0002683175264394655,0.00017887835095964366,0.0022002406272279697,0.0016145889401162406
53,53,53,53,959.0041838753675,0.0002703023275019978,0.0001802015516679985,0.002402751406115767,0.0016172698475104253
54,54,54,53,959.0041838753675,0.0002703023275019978,0.0001802015516679985,0.002402751406115767,0.0016172698475104253
55,55,55,55,959.1540517434381,0.000271533461442347,0.00018102230762823135,0.0024065689848558527,0.001629246763985232
56,56,56,55,959.1540517434381,0.000271533461442347,0.00018102230762823135,0.0024065689848558527,0.001629246763985232
57,57,57,55,959.1540517434381,0.000271533461442347,0.00018102230762823135,0.0024065689848558527,0.001629246763985232
58,58,58,58,959.0571457382385,0.00027088858586984954,0.00018059239057989968,0.0024054009914680286,0.0016309451920283064
59,59,59,58,959.0571457382385,0.00027088858586984954,0.00018059239057989968,0.0024054009914680286,0.0016309451920283064
60,60,60,60,959.0694805381343,0.00027072264074262664,0.0001804817604950844,0.002405110211868001,0.0016336250931831278
61,61,61,60,959.0694805381343,0.00027072264074262664,0.0001804817604950844,0.002405110211868001,0.0016336250931831278
62,62,62,62,959.11924013378,0.0002706379989163288,0.00018042533261088586,0.0024017640681696997,0.0016385698937893434
63,63,63,62,959.11924013378,0.0002706379989163288,0.00018042533261088586,0.0024017640681696997,0.0016385698937893434
64,64,64,64,959.12301696353,0.0002705050383850216,0.00018033669225668106,0.002402760997384713,0.0016409669290186296
65,65,65,64,959.12301696353,0.0002705050383850216,0.00018033669225668106,0.002402760997384713,0.0016409669290186296
66,66,66,66,959.1762240407936,0.0002705397114628749,0.00018035980764191661,0.00240021685899453,0.0016463822293039223
67,67,67,66,959.1762240407936,0.0002705397114628749,0.00018035980764191661,0.00240021685899453,0.0016463822293039223
68,68,68,68,959.1543753591883,0.0002702596815785385,0.000180173121052359,0.0024003791844440163,0.0016482170695018006
69,69,69,68,959.1543753591883,0.0002702596815785385,0.000180173121052359,0.0024003791844440163,0.0016482170695018006
70,70,70,70,959.227146029345,0.00027024217906909676,0.00018016145271273118,0.0023974056446093507,0.001653520847202816
71,71,71,70,959.227146029345,0.00027024217906909676,0.00018016145271273118,0.0023974056446093507,0.001653520847202816
72,72,72,72,959.2170605921613,0.00027001305420479293,0.00018000870280319528,0.002397797069817086,0.0016557387448093727
73,73,73,72,959.2170605921613,0.00027001305420479293,0.00018000870280319528,0.002397797069817086,0.0016557387448093727
74,74,74,74,959.2912840476434,0.0002700323960416473,0.00018002159736109818,0.002394982012928123,0.0016611472700156585
75,75,75,74,959.2912840476434,0.0002700323960416473,0.00018002159736109818,0.002394982012928123,0.0016611472700156585
76,76,76,76,959.2777779678357,0.0002697298206212895,0.000179819880414193,0.0023946989242611197,0.0016632206948492703
77,77,77,76,959.2777779678357,0.0002697298206212895,0.000179819880414193,0.0023946989242611197,0.0016632206948492703
78,78,78,78,959.3501705807744,0.00026977681465339964,0.0001798512097689331,0.002392135327112257,0.0016689341234938336
79,79,79,78,959.3501705807744,0.00026977681465339964,0.0001798512097689331,0.002392135327112257,0.0016689341234938336
80,80,80,80,959.3382595509117,0.0002694039828206596,0.00017960265521377305,0.002391901541790515,0.0016705372103014186
81,81,81,80,959.3382595509117,0.0002694039828206596,0.00017960265521377305,0.002391901541790515,0.0016705372103014186
82,82,82,82,959.4177142356159,0.00026957071519070896,0.00017971381012713933,0.0023893977419227478,0.0016771290965183502
83,83,83,82,959.4177142356159,0.00026957071519070896,0.00017971381012713933,0.0023893977419227478,0.0016771290965183502
84,84,84,84,959.40976868339,0.0002691685634368113,0.0001794457089578742,0.0023888661279811256,0.0016786919680411754
85,85,85,84,959.40976868339,0.0002691685634368113,0.0001794457089578742,0.0023888661279811256,0.0016786919680411754
86,86,86,86,959.4835213643619,0.00026917636439180437,0.00017945090959453625,0.002385917778039052,0.0016843050222933211
87,87,87,86,959.4835213643619,0.00026917636439180437,0.00017945090959453625,0.002385917778039052,0.0016843050222933211
88,88,88,88,959.463348741247,0.00026876465730593657,0.00017917643820395773,0.0023854988172658568,0.001685884950353133
89,89,89,88,959.463348741247,0.00026876465730593657,0.00017917643820395773,0.0023854988172658568,0.001685884950353133
90,90,90,90,959.5578399795723,0.0002688644036066834,0.00017924293573778893,0.002382649906516292,0.0016924042369465086
91,91,91,90,959.5578399795723,0.0002688644036066834,0.00017924293573778893,0.002382649906516292,0.0016924042369465086
92,92,92,92,959.5401992629374,0.0002684855284072196,0.00017899035227147975,0.002382192430098979,0.0016942464011189034
93,93,93,92,959.5401992629374,0.0002684855284072196,0.00017899035227147975,0.002382192430098979,0.0016942464011189034
94,94,94,94,959.6292738628459,0.00026853635723156355,0.0001790242381543757,0.002379185028591503,0.0017004811258001776
95,95,95,94,959.6292738628459,0.00026853635723156355,0.0001790242381543757,0.002379185028591503,0.0017004811258001776
96,96,96,96,959.6105194364903,0.00026810024914661335,0.00017873349943107555,0.0023784730652072804,0.0017020579194253567
97,97,97,96,959.6105194364903,0.00026810024914661335,0.00017873349943107555,0.0023784730652072804,0.0017020579194253567
98,98,98,98,959.7034194999129,0.0002681810687900632,0.00017878737919337548,0.002375498354842438,0.0017085790118847213
99,99,99,98,959.7034194999129,0.0002681810687900632,0.00017878737919337548,0.002375498354842438,0.0017085790118847213
100,100,100,100,959.6982968485254,0.00026775958037980607,0.0001785063869198707,0.0023750016064371005,0.001710678575820176
101,101,101,100,959.6982968485254,0.00026775958037980607,0.0001785063869198707,0.0023750016064371005,0.001710678575820176
