reference,gate,entanglement_infidelity,average_gate_infidelity,diamond_distance
truth,[],2.510943171774027e-05,1.6739621145160182e-05,0.00027353380308280963
truth,Gxpi2:0,1.753827676354014e-05,1.169218450902676e-05,0.0007347044293590576
truth,Gypi2:0,1.794757686757187e-05,1.1965051245047912e-05,0.0009239660832834446
truth,Gzpi2:0,3.572152498054759e-05,2.381434998703173e-05,0.0008143727516945867
ideal,[],2.510943171762925e-05,1.6739621145086165e-05,0.00027336605859391546
ideal,Gxpi2:0,0.004514811975030564,0.0030098746500203757,0.015293036282409946
ideal,Gypi2:0,0.006485621149389109,0.004323747432926073,0.019318086951425985
ideal,Gzpi2:0,0.004472191874497544,0.0029814612496650295,0.0259938471512672
