reference,member_type,member,vector_l2_error
truth,prep,rho0,0.0014575580105297315
truth,povm_effect,Mdefault:0,0.0021991810785390023
truth,povm_effect,Mdefault:1,0.002197949390632453
ideal,prep,rho0,0.0056353578614883855
ideal,povm_effect,Mdefault:0,0.00905058897169072
ideal,povm_effect,Mdefault:1,0.009053458157656626
