stage,max_length,mean_gate_entanglement_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,1,0.0021052999899648928,0.004057013164181565,0.01753178991573171
1,2,0.0011370513091787382,0.004421512347132738,0.006720009570876559
2,4,0.0010235265070447364,0.0023270839500774587,0.004761905543201206
3,8,0.0009232058005806398,0.002420165841605301,0.0038982024079212228
4,16,0.0001786007260501099,0.0013478145305295952,0.0020803839200378284
5,32,5.374784127604171e-05,0.0009387962527285595,0.0010807805800437827
6,64,1.2247758540112619e-05,0.000844180721537761,0.0006415341895416658
