reference,gate,entanglement_infidelity,average_gate_infidelity,diamond_distance
truth,[],5.6551240785740475e-06,3.770082719049365e-06,0.0002585259611656628
truth,Gxpi2:0,0.00015369867635961487,0.00010246578423974324,0.001400730329935902
truth,Gypi2:0,6.313362210608187e-05,4.2089081404054575e-05,0.0015876990667749217
truth,Gzpi2:0,2.3164786342233512e-05,1.544319089482234e-05,0.0010390816511134599
ideal,[],5.6551240785740475e-06,3.770082719049365e-06,0.00025862517113270795
ideal,Gxpi2:0,0.00453069378480675,0.0030204625232045,0.01565794448712161
ideal,Gypi2:0,0.006341287219933434,0.004227524813288956,0.0191044955395989
ideal,Gzpi2:0,0.0045689191010684915,0.003045946067378994,0.02595014530113072
