stage,max_length,mean_gate_entanglement_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,1,0.002018497947495812,0.0053231550816623995,0.02442104097526966
1,2,0.0017604815987790345,0.004315399181083029,0.019982774343047453
2,4,0.0014945401721723206,0.005021396743300627,0.014934712527240436
3,8,0.000926217611528446,0.0022925470581471228,0.007114111622706947
4,16,0.0006207586703490531,0.0023728055679460526,0.004510956626301721
5,32,0.0002965535771773664,0.0033570931486293326,0.0024056255763882984
6,64,0.00010431694023924076,0.003997516838445393,0.0020213012178469892
