seed,arm,infidelity,diamond,spam,accounted_revealed_shots,revealed_circuits,total_circuits,objective,flag,seconds,error
101,fixed_fpr,0.0002135738206111,0.0014027473377097,0.0020354497578651,1321500,881,1918,poisson_logl,0.6142264591240664,989.2,
101,fixed_no_fpr,2.8243125787946743e-05,0.0011077391711256,0.0019315610467622,1319584,1918,1918,poisson_logl,0.8575733955721895,871.8,
101,lm,5.647554495505358e-05,0.0012097292111091,0.0019431919461845,1321502,1918,1918,chi2_ladder_then_mle,LM,28.6,
101,lm_mle,5.276999179992803e-05,0.0011888182235448,0.0019501275186899,1321502,1918,1918,pure_mle,LM_MLE,28.9,
101,adaptive_D_nofpr_f010,1.971580697476827e-05,0.0007103107021666,0.0022239361376893,1321500,1918,1918,poisson_logl,1.2904060009276752,986.9,
101,adaptive_D_nofpr_f020,1.138376635875793e-05,0.0006140352575488,0.0025393399144229,1321500,1918,1918,poisson_logl,2.2966346443824635,899.8,
101,adaptive_D_nofpr_f030,1.815810862923484e-05,0.0005723669979596,0.0024212054797274,1321500,1918,1918,poisson_logl,2.088041411279454,2129.1,
101,adaptive_D_nofpr_f040,2.1199705665220225e-05,0.0006659065920033,0.0019125737387056,1321500,1918,1918,poisson_logl,5.810993500320228,1586.9,
101,adaptive_D_nofpr_f050,3.898852925815488e-06,0.0006970079402936,0.0030582142548126,1321500,1918,1918,poisson_logl,22.52784965536436,971.3,
101,adaptive_D_nofpr_f060,9.847980548843838e-06,0.0004905987394621,0.0015087772985588,1321500,1918,1918,poisson_logl,1.257295304034441,904.5,
101,adaptive_D_nofpr_f070,1.3266947080897706e-05,0.0006114500745075,0.0019571412189541,1321500,1918,1918,poisson_logl,91.1253590042883,882.8,
101,adaptive_D_nofpr_f080,7.50494235142729e-05,0.0011167417409246,0.0013114704193765,1321500,1918,1918,poisson_logl,0.2701892939708315,901.6,
