sequence_index,iteration,nf,incumbent_index,incumbent_full_objective,mean_gate_entanglement_infidelity_to_truth,mean_gate_average_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,0,0,0,134069.17509524504,0.00227342297002206,0.00151561531334804,0.00697710335423951,0.015113464757287046
1,1,1,1,77260.93989139235,0.060821514990881065,0.040547676660587374,0.09282775066753453,0.1863015990579956
2,2,2,1,77260.93989139235,0.060821514990881065,0.040547676660587374,0.09282775066753453,0.1863015990579956
3,3,3,3,48689.01842795246,0.031241558359322602,0.020827705572881734,0.024281390301676326,0.12410738847745587
4,4,4,3,48689.01842795246,0.031241558359322602,0.020827705572881734,0.024281390301676326,0.12410738847745587
5,5,5,5,36990.47606586622,0.024811117893505985,0.016540745262337325,0.043983982931061184,0.11809606709627134
6,6,6,5,37652.81898496853,0.024811117893505985,0.016540745262337325,0.043983982931061184,0.11809606709627134
7,7,7,5,37652.81898496853,0.024811117893505985,0.016540745262337325,0.043983982931061184,0.11809606709627134
8,8,8,8,35208.8310582101,0.03386955578209813,0.02257970385473209,0.05847070455149574,0.12344967619001584
9,9,9,8,35208.8310582101,0.03386955578209813,0.02257970385473209,0.05847070455149574,0.12344967619001584
10,10,10,10,24297.14502071429,0.020823125728019393,0.013882083818679595,0.03042811275017031,0.07308028180808387
11,11,11,10,26140.549552816854,0.020823125728019393,0.013882083818679595,0.03042811275017031,0.07308028180808387
12,12,12,10,26140.549552816854,0.020823125728019393,0.013882083818679595,0.03042811275017031,0.07308028180808387
13,13,13,13,17746.47664879896,0.015267734339705352,0.010178489559803569,0.006164652396839829,0.05217860178235032
14,14,14,13,17746.47664879896,0.015267734339705352,0.010178489559803569,0.006164652396839829,0.05217860178235032
15,15,15,15,10963.567965130213,0.008999847561003249,0.005999898374002167,0.0098120673965437,0.031062170936777087
16,16,16,15,11099.369826667375,0.008999847561003249,0.005999898374002167,0.0098120673965437,0.031062170936777087
17,17,17,17,9332.061193401043,0.005770071469489796,0.003846714312993197,0.006260771306697177,0.022239906945712755
18,18,18,17,9332.061193401043,0.005770071469489796,0.003846714312993197,0.006260771306697177,0.022239906945712755
19,19,19,19,8025.396337517865,0.004857476305454994,0.0032383175369699964,0.004039052275200878,0.017916134776149208
20,20,20,19,8025.396337517865,0.004857476305454994,0.0032383175369699964,0.004039052275200878,0.017916134776149208
21,21,21,19,8451.64967139605,0.004857476305454994,0.0032383175369699964,0.004039052275200878,0.017916134776149208
22,22,22,22,6334.24347336933,0.005006129568568274,0.0033374197123788494,0.009945527935682678,0.01425429666196611
