seed,arm,infidelity,diamond,spam,accounted_revealed_shots,revealed_circuits,total_circuits,objective,flag,seconds,error
104,adaptive_D_nofpr_f005,-7.416520306946506e-06,0.0004916318773017,0.0020350450765874,1918000,1918,1918,poisson_logl,91.53873464739164,2041.0,
104,adaptive_D_nofpr_f010,-5.48955582657662e-06,0.0004496155462044,0.0029458002415975,1918000,1918,1918,poisson_logl,47.92515945690157,1250.6,
104,adaptive_D_nofpr_f020,-4.820869174748665e-06,0.0004335751869096,0.0016191801765926,1918000,1918,1918,poisson_logl,0.7681929331477126,1762.9,
104,adaptive_D_nofpr_f030,6.474374780851555e-06,0.0004817677473734,0.0014258980475017,1918000,1918,1918,poisson_logl,0.1173503846644957,2026.1,
104,adaptive_D_nofpr_f040,4.0191434904912615e-06,0.0004188379050179,0.0026747669702765,1918000,1918,1918,poisson_logl,5.659232043773103,1925.6,
104,adaptive_D_nofpr_f050,4.531930405560214e-06,0.0004825509754898,0.0010694751666282,1918000,1918,1918,poisson_logl,1.1000671500472885,1721.8,
104,adaptive_D_nofpr_f060,-3.560580515732381e-06,0.0006171480665502,0.0008472725624648,1918000,1918,1918,poisson_logl,0.8013104448369496,1669.6,
104,adaptive_D_nofpr_f070,2.6627958568392618e-06,0.0005551400068678,0.0017960862187752,1918000,1918,1918,poisson_logl,33.22632731822602,1706.0,
104,fixed_no_fpr,-2.309406871042752e-06,0.0006004038305152,0.0014025854728223,1918000,1918,1918,poisson_logl,3.5417955684550373,1695.1,
104,lm,-2.259596401266162e-06,0.000609902277166,0.0014037233214868,1918000,1918,1918,chi2_ladder_then_mle,LM,32.9,
104,lm_mle,-7.273834242982335e-07,0.0005936580138463,0.0014070182633289,1918000,1918,1918,pure_mle,LM_MLE,54.8,
