iteration,nf,previous_rho,trust_region_delta,adaptive_schedule,requested_budget,scheduled_budget,shots_added,active_circuits,revealed_union_circuits,accounted_revealed_shots,total_shot_budget,remaining_shot_budget,shot_budget_exhausted,physical_precomputed_shots
0,0,,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,324142,405500,81358,False,324142
1,1,42.50759190832636,0.2,lazy_delta_inverse_square,0,0,0,1918,1918,324142,405500,81358,False,324142
2,2,-1.4010565470519203,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,324142,405500,81358,False,324142
3,3,-0.783260284532218,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,324142,405500,81358,False,324142
4,4,0.7367202694984963,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,324142,405500,81358,False,324142
5,5,-4.2636273319729385,0.05,lazy_delta_inverse_square,10000,10000,9817,1918,1918,333959,405500,71541,False,333959
6,6,-0.9473612567547871,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,333959,405500,71541,False,333959
7,7,0.5506690322778357,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,333959,405500,71541,False,333959
8,8,0.15548491105571344,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,333959,405500,71541,False,333959
9,9,0.23037724805733384,0.2,lazy_delta_inverse_square,0,0,0,1918,1918,333959,405500,71541,False,333959
10,10,0.8202805961845441,0.1,lazy_delta_inverse_square,10000,10000,10000,1918,1918,343959,405500,61541,False,343959
11,11,-1.7002394728401085,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,343959,405500,61541,False,343959
12,12,0.13056322400182604,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,343959,405500,61541,False,343959
13,13,-0.4296598623959104,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,343959,405500,61541,False,343959
14,14,0.16614757358712953,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,343959,405500,61541,False,343959
15,15,-0.8845876839172497,0.05,lazy_delta_inverse_square,10000,10000,10000,1918,1918,353959,405500,51541,False,353959
16,16,-1.8529274851542428,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,353959,405500,51541,False,353959
17,17,0.4871850420917501,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,353959,405500,51541,False,353959
18,18,0.17978590088062357,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,353959,405500,51541,False,353959
19,19,0.3427597891510584,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,353959,405500,51541,False,353959
20,20,-4.221355287904164,0.025,lazy_delta_inverse_square,10000,10000,10000,1918,1918,363959,405500,41541,False,363959
21,21,-0.6973224352602159,0.0125,lazy_delta_inverse_square,0,0,0,1918,1918,363959,405500,41541,False,363959
22,22,0.7158447102874324,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,363959,405500,41541,False,363959
23,23,0.39198994675624077,0.0125,lazy_delta_inverse_square,0,0,0,1918,1918,363959,405500,41541,False,363959
24,24,-3.4566277649798276,0.00625,lazy_delta_inverse_square,0,0,0,1918,1918,363959,405500,41541,False,363959
25,25,-0.2171511047904383,0.003125,lazy_delta_inverse_square,10000,10000,10000,1918,1918,373959,405500,31541,False,373959
26,26,0.6131324149616482,0.00625,lazy_delta_inverse_square,0,0,0,1918,1918,373959,405500,31541,False,373959
27,27,-0.10475961535778197,0.003125,lazy_delta_inverse_square,0,0,0,1918,1918,373959,405500,31541,False,373959
28,28,0.5258886540342403,0.00625,lazy_delta_inverse_square,0,0,0,1918,1918,373959,405500,31541,False,373959
29,29,-3.8443608688856568,0.003125,lazy_delta_inverse_square,0,0,0,1918,1918,373959,405500,31541,False,373959
30,30,0.07068974707463087,0.00625,lazy_delta_inverse_square,10000,10000,9927,1918,1918,383886,405500,21614,False,383886
