reference,gate,entanglement_infidelity,average_gate_infidelity,diamond_distance,eigenvalue_nonunitarity_excess,eigenvalue_diamondnorm,eigenvalue_nonunitary_diamondnorm
truth,[],4.0674407940866075e-05,2.7116271960577382e-05,0.0006345706958343323,4.059190036231897e-05,0.0004318469320426962,5.6953172693691156e-05
truth,Gxpi2:0,1.6635150753563366e-05,1.1090100502375577e-05,0.0013180920979610003,6.227433503402935e-05,8.226096822332695e-05,6.238027106972299e-05
truth,Gypi2:0,2.4977910925705338e-05,1.665194061713689e-05,0.001518353020306663,-4.07132350036532e-05,0.00010449496440750883,0.00010449496440750883
truth,Gzpi2:0,7.718164605496902e-05,5.145443070331268e-05,0.001405933797717039,-0.00027336932245763945,0.0005357716771526022,0.0005357716771526022
