reference,member_type,member,vector_l2_error,tracedist
truth,prep,rho0,0.001093732874857457,0.0007733858535433596
truth,povm,Mdefault,,0.002420700588224591
truth,povm_effect,Mdefault:0,0.0034232076261011763,
truth,povm_effect,Mdefault:1,0.0034235908636340794,
