sequence_index,iteration,nf,incumbent_index,incumbent_full_objective,mean_gate_entanglement_infidelity_to_truth,mean_gate_average_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_spam_tracedist_to_truth,mean_gate_eigenvalue_nonunitarity_excess_to_truth,mean_gate_eigenvalue_diamondnorm_to_truth,mean_gate_eigenvalue_nonunitary_diamondnorm_to_truth,mean_gate_diamond_distance_to_truth
0,0,0,0,25992.612921628388,0.0017882621897374607,0.001192174793158307,0.007165902701660543,0.005062523522911718,-0.002719190553661918,0.0067837813321190345,0.0031726617482777386,0.013707118158205382
1,1,1,1,14438.753267049,0.02005288031089497,0.01336858687392998,0.017933050025809017,0.011634127229946665,0.029997012586630054,0.036667715767225474,0.036027696581515986,0.06609190342821823
2,2,2,1,14438.753267049,0.02005288031089497,0.01336858687392998,0.017933050025809017,0.011634127229946665,0.029997012586630054,0.036667715767225474,0.036027696581515986,0.06609190342821823
3,3,3,3,11563.118927616913,0.012031840170358798,0.008021226780239199,0.030172582912883283,0.02250287331459452,0.01285833644081285,0.027380809309883715,0.019790351768744656,0.047674141402373436
4,4,4,3,11563.118927616913,0.012031840170358798,0.008021226780239199,0.030172582912883283,0.02250287331459452,0.01285833644081285,0.027380809309883715,0.019790351768744656,0.047674141402373436
5,5,5,3,11563.118927616913,0.012031840170358798,0.008021226780239199,0.030172582912883283,0.02250287331459452,0.01285833644081285,0.027380809309883715,0.019790351768744656,0.047674141402373436
6,6,6,6,8433.563851516381,0.00849571404285182,0.0056638093619012135,0.018894409341549567,0.01439575935495619,0.012836065239000764,0.017920153122842696,0.01659441577752322,0.04798084622985847
7,7,7,6,8433.563851516381,0.00849571404285182,0.0056638093619012135,0.018894409341549567,0.01439575935495619,0.012836065239000764,0.017920153122842696,0.01659441577752322,0.04798084622985847
8,8,8,8,7134.104131237014,0.0035952674804769214,0.0023968449869846142,0.017164791714972278,0.012292853516384705,0.00501864392671985,0.017113741802040613,0.006348296687007003,0.03798469564996808
9,9,9,8,7134.104131237014,0.0035952674804769214,0.0023968449869846142,0.017164791714972278,0.012292853516384705,0.00501864392671985,0.017113741802040613,0.006348296687007003,0.03798469564996808
10,10,10,10,7125.96754896427,0.007104222108060276,0.004736148072040184,0.01098580084927949,0.008436439598580002,0.011771458337764489,0.01943304050496367,0.014826471905624083,0.04047860795949811
11,11,11,11,3161.1867011641916,0.002474547047315895,0.00164969803154393,0.008691452596040258,0.005666707345751958,0.0036109979992923133,0.005222918622494139,0.005176944075221089,0.017925965508390138
