seed,arm,infidelity,diamond,spam,accounted_revealed_shots,revealed_circuits,total_circuits,objective,flag,seconds,error
101,fixed_fpr,0.0002545346137724,0.0024851610255117,0.0058768186957362,201000,804,1918,poisson_logl,20.168175541749346,1318.7,
101,fixed_no_fpr,0.0001701604826412,0.0023635127301921,0.0029069606951827,199472,1918,1918,poisson_logl,27.36315384549115,1151.3,
101,lm,0.0002793453469533,0.0020612303919708,0.003314323086637,201390,1918,1918,chi2_ladder_then_mle,LM,21.8,
101,lm_mle,0.0002783769682086,0.0020837870675015,0.0033117333976816,201390,1918,1918,pure_mle,LM_MLE,23.8,
101,adaptive_D_nofpr_f010,0.000127030707912,0.0015826991582184,0.0037106006004282,201000,1918,1918,poisson_logl,10.32578372147644,1582.6,
101,adaptive_D_nofpr_f020,4.203377925995899e-05,0.0011801765549787,0.0052881476679246,201000,1918,1918,poisson_logl,1.1180885323176282,1672.4,
101,adaptive_D_nofpr_f030,0.0002107260314456,0.0018585513986093,0.0016168143911487,201000,1918,1918,poisson_logl,0.8778899718076525,840.9,
101,adaptive_D_nofpr_f040,0.0001145414639197,0.0017221775996073,0.0021525177178235,201000,1918,1918,poisson_logl,0.7343313978167888,1169.9,
101,adaptive_D_nofpr_f050,0.0004284658830711,0.0019344549841899,0.0056115758396387,201000,1918,1918,poisson_logl,16.56108166272459,1000.9,
101,adaptive_D_nofpr_f060,0.0003129583484257,0.0022140145534044,0.0061943612585683,201000,1918,1918,poisson_logl,8.497363494673214,1002.4,
101,adaptive_D_nofpr_f070,0.0001284464903811,0.0018991487258697,0.002843179030295,201000,1918,1918,poisson_logl,1.138444856319757,764.5,
101,adaptive_D_nofpr_f080,0.0002067965247911,0.0018420632681771,0.0030191690289914,201000,1918,1918,poisson_logl,1.2061365787797913,980.8,
