iteration,nf,previous_rho,trust_region_delta,adaptive_schedule,requested_budget,scheduled_budget,shots_added,active_circuits,revealed_union_circuits,accounted_revealed_shots,total_shot_budget,remaining_shot_budget,shot_budget_exhausted,physical_precomputed_shots
0,0,,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,333732,1666000,1332268,False,333732
1,1,37.30504818874125,0.2,lazy_delta_inverse_square,0,0,0,1918,1918,333732,1666000,1332268,False,333732
2,2,-0.9955308123875539,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,333732,1666000,1332268,False,333732
3,3,0.3842333061929163,0.2,lazy_delta_inverse_square,0,0,0,1918,1918,333732,1666000,1332268,False,333732
4,4,-2.429877128760699,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,333732,1666000,1332268,False,333732
5,5,-0.834468856254549,0.05,lazy_delta_inverse_square,10000,10000,10000,1918,1918,343732,1666000,1322268,False,343732
6,6,0.5804535353703585,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,343732,1666000,1322268,False,343732
7,7,-2.405934147249862,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,343732,1666000,1322268,False,343732
8,8,-0.36844552734536046,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,343732,1666000,1322268,False,343732
9,9,0.6775760623557098,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,343732,1666000,1322268,False,343732
10,10,0.5254339526816639,0.1,lazy_delta_inverse_square,10000,10000,10000,1918,1918,353732,1666000,1312268,False,353732
11,11,-1.81476180244319,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,353732,1666000,1312268,False,353732
12,12,-0.573186226261064,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,353732,1666000,1312268,False,353732
13,13,0.4446019363339872,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,353732,1666000,1312268,False,353732
14,14,-1.4920224844266314,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,353732,1666000,1312268,False,353732
15,15,0.10914196426905123,0.05,lazy_delta_inverse_square,10000,10000,10000,1918,1918,363732,1666000,1302268,False,363732
16,16,-4.107094057807714,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,363732,1666000,1302268,False,363732
17,17,0.1165602527824637,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,363732,1666000,1302268,False,363732
18,18,0.8392681235950252,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,363732,1666000,1302268,False,363732
19,19,-2.334877288653402,0.0125,lazy_delta_inverse_square,0,0,0,1918,1918,363732,1666000,1302268,False,363732
20,20,0.5518248395174776,0.025,lazy_delta_inverse_square,10000,10000,10000,1918,1918,373732,1666000,1292268,False,373732
21,21,0.20379342803125067,0.0125,lazy_delta_inverse_square,0,0,0,1918,1918,373732,1666000,1292268,False,373732
22,22,-0.46483150992491856,0.00625,lazy_delta_inverse_square,0,0,0,1918,1918,373732,1666000,1292268,False,373732
23,23,0.8969113063549963,0.0125,lazy_delta_inverse_square,0,0,0,1918,1918,373732,1666000,1292268,False,373732
24,24,-11.247429231769981,0.00625,lazy_delta_inverse_square,0,0,0,1918,1918,373732,1666000,1292268,False,373732
25,25,-1.4009487080870326,0.003125,lazy_delta_inverse_square,10000,10000,10000,1918,1918,383732,1666000,1282268,False,383732
26,26,0.4416522458013734,0.00625,lazy_delta_inverse_square,0,0,0,1918,1918,383732,1666000,1282268,False,383732
27,27,-2.2132697177729366,0.003125,lazy_delta_inverse_square,0,0,0,1918,1918,383732,1666000,1282268,False,383732
28,28,0.35097530469108246,0.00625,lazy_delta_inverse_square,0,0,0,1918,1918,383732,1666000,1282268,False,383732
29,29,-7.213465217677943,0.003125,lazy_delta_inverse_square,0,0,0,1918,1918,383732,1666000,1282268,False,383732
30,30,-0.4989860275784028,0.0015625,lazy_delta_inverse_square,10000,10000,10000,1918,1918,393732,1666000,1272268,False,393732
31,31,0.9167023976511243,0.003125,lazy_delta_inverse_square,0,0,0,1918,1918,393732,1666000,1272268,False,393732
32,32,-3.0076283051735455,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,393732,1666000,1272268,False,393732
33,33,0.43482015022435616,0.003125,lazy_delta_inverse_square,0,0,0,1918,1918,393732,1666000,1272268,False,393732
34,34,-16.37498530577563,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,393732,1666000,1272268,False,393732
35,35,-0.5712687245486935,0.00078125,lazy_delta_inverse_square,10000,10000,10000,1918,1918,403732,1666000,1262268,False,403732
36,36,1.033807362119094,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,403732,1666000,1262268,False,403732
