germ_index,prep_fiducial_index,meas_fiducial_index
0,15,8
0,15,6
0,15,10
0,13,9
1,15,6
1,15,9
1,15,8
1,15,3
2,15,10
2,15,9
2,15,7
2,15,6
3,15,9
3,15,7
3,15,3
3,15,6
4,15,10
4,15,8
4,15,6
4,15,3
5,15,6
5,15,9
5,15,7
5,14,6
6,15,9
6,15,6
6,15,7
6,15,10
7,15,9
7,15,3
7,15,6
7,15,10
8,15,6
8,15,9
8,15,10
8,15,8
9,15,9
9,15,3
9,15,7
9,15,6
10,15,6
10,15,3
10,15,9
10,15,7
11,15,9
11,15,6
11,15,7
11,14,6
12,15,3
12,15,9
12,15,7
12,15,6
13,15,6
13,15,9
13,15,7
13,14,9
14,15,6
14,15,9
14,11,10
14,13,9
