germ_index,prep_fiducial_index,meas_fiducial_index
0,15,3
0,15,9
0,15,7
0,11,9
1,15,9
1,15,6
1,15,3
1,15,7
2,15,9
2,15,10
2,15,6
2,15,3
3,15,7
3,15,3
3,15,9
3,15,6
4,15,8
4,15,10
4,15,9
4,15,3
5,15,9
5,15,6
5,11,9
5,15,7
6,15,9
6,15,6
6,11,9
6,15,7
7,15,3
7,15,9
7,15,7
7,11,8
8,15,9
8,15,6
8,11,9
8,15,3
9,15,9
9,15,3
9,15,8
9,11,8
10,15,9
10,15,3
10,15,7
10,11,9
11,15,9
11,11,9
11,15,7
11,11,6
12,15,3
12,15,9
12,15,6
12,11,6
13,15,8
13,15,9
13,15,3
13,13,8
14,15,9
14,15,7
14,11,9
14,15,3
