stage,max_length,mean_gate_entanglement_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,1,0.0007523001240675176,0.012089503766404525,0.019904712064204275
1,2,0.001140826396639677,0.006696725277834531,0.013035950027761983
2,4,0.0009314486256587484,0.004646680469908674,0.009243348362587802
3,8,0.0003562757354189372,0.0032652707423250003,0.0038335698348681943
4,16,0.00018748637343882213,0.0030126071949302933,0.0031950481732979418
5,32,0.00032528316303848115,0.0029234125893560117,0.00192321412755258
6,64,2.5057710019510404e-05,0.002505768529943937,0.0009058189307460007
