phase,nf,x_index,incumbent_index,active_objective,full_objective,incumbent_active_objective,incumbent_full_objective,active_residuals,active_circuits,new_residuals_revealed,new_circuits_revealed,union_residuals_revealed,union_circuits_revealed,cumulative_eval_residuals,cumulative_eval_circuits,cumulative_shots_revealed,cumulative_eval_shots,shots_per_circuit,fpr_enabled,fpr_use_union_mask,fpr_selected_residuals,fpr_selected_circuits,fpr_new_residuals,fpr_new_circuits,fpr_union_residuals,fpr_union_circuits,delta,ng,rho,rho_active,rho_full,rho_uses_full_objective,mdec,step_norm,accepted
initial,0,0,0,8804.320982013316,133250.10264087326,8804.320982013316,133250.10264087326,336,168,336,168,336,168,336,168,671300.0,671300.0,350.0,True,True,336,168,336,168,336,168,0.1,,,,,False,,,True
trial,1,1,1,5563.318480565184,76289.98088277702,5563.318480565184,76289.98088277702,336,168,0,0,336,168,672,336,671300.0,671300.0,350.0,True,True,336,168,336,168,336,168,0.1,13234.773163121145,25.715125129776293,25.715125129776293,451.93937917735946,False,-126.0348718931677,0.1,True
trial,2,2,1,18360.399637718398,88777.9782691985,14746.91395683532,76289.98088277702,694,347,358,179,694,347,1366,683,671300.0,671300.0,350.0,True,True,682,341,358,179,694,347,0.2,57881.76979972065,-0.34605126686832766,-0.34605126686832766,-1.1959331509412312,False,-10442.053033309678,0.2,False
trial,3,3,3,8972.454874006911,55080.4966626191,8972.454874006911,55080.4966626191,694,347,0,0,694,347,2060,1030,671300.0,671300.0,350.0,True,True,682,341,358,179,694,347,0.1,57881.76979972065,0.5933051871206172,0.5933051871206172,2.1791992675803846,False,-9732.696103421187,0.1,True
trial,4,4,3,17791.063124499207,77640.37825911873,11402.751647055682,55080.4966626191,868,434,174,87,868,434,2928,1464,671300.0,671300.0,350.0,True,True,486,243,174,87,868,434,0.2,158145.1598374457,-0.9677678478493554,-0.9677678478493554,-3.4176054404156497,False,-6601.078442149219,0.2,False
trial,5,5,5,10364.459841924141,47902.16658701167,10364.459841924141,47902.16658701167,868,434,0,0,868,434,3796,1898,671300.0,671300.0,350.0,True,True,486,243,174,87,868,434,0.1,158145.1598374457,0.17245063144852502,0.17245063144852502,1.192253996580094,False,-6020.806049883684,0.1,True
trial,6,6,5,28451.526465785915,93433.60842277447,14075.326266206936,48679.90944243255,1072,536,204,102,1072,536,4868,2434,681300.0,681300.0,355.21376433785196,True,True,682,341,204,102,1072,536,0.2,60250.69348126663,-1.5809468622032614,-1.5809468622032614,-4.921552217743387,False,-9093.411387365555,0.2,False
trial,7,7,5,16585.69380636268,59272.59442526525,14075.326266206936,48679.90944243255,1072,536,0,0,1072,536,5940,2970,681300.0,681300.0,355.21376433785196,True,True,682,341,204,102,1072,536,0.1,60250.69348126663,-0.2839647026340258,-0.2839647026340258,-1.1982104584810644,False,-8840.42106948451,0.1,False
trial,8,8,8,9996.171429019672,37855.268446356145,9996.171429019672,37855.268446356145,1072,536,0,0,1072,536,7012,3506,681300.0,681300.0,355.21376433785196,True,True,682,341,204,102,1072,536,0.05,60250.69348126663,0.5240556963886199,0.5240556963886199,1.390659340420425,False,-7783.81928733452,0.05,True
trial,9,9,8,17932.88200955331,57869.9163661896,11278.030787951497,37855.268446356145,1244,622,172,86,1244,622,8256,4128,681300.0,681300.0,355.21376433785196,True,True,686,343,172,86,1244,622,0.1,66946.38663522666,-0.8913109873059545,-0.8913109873059545,-2.680642286953177,False,-7466.3628255234835,0.1,False
