data_seed,truth_seed,method,flag,xkin,num_parameters,num_circuits,num_residuals,objective_mode,weighted_least_squares_objective,reduced_chi_square,min_probability,max_probability,num_probability_below_zero,num_probability_above_one,logl_model,logl_max,two_delta_logl,num_independent_data,num_nongauge_params,dof,n_sigma,n_sigma_less_than_1,mean_gate_entanglement_infidelity_to_truth,mean_gate_average_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth,mean_gate_entanglement_infidelity_to_ideal,mean_gate_average_infidelity_to_ideal,mean_spam_vector_l2_error_to_ideal,mean_gate_diamond_distance_to_ideal,revealed_circuits,total_circuits,accounted_revealed_shots,physical_precomputed_shots,min_shots_per_circuit,mean_shots_per_circuit,max_shots_per_circuit
101,1000,adaptive_no_fpr,4.492805150318365,299,72,1918,3836,poisson_logl,1003.4864163616455,1.0535290460489717,0.00022391345107891647,0.9997760865489214,0,0,-423033.8947568623,-422030.40834050084,2006.9728327229386,1918,13,1905,1.6520454682833947,False,2.3671714495493434e-05,1.5781142996995623e-05,0.0038372522448541294,0.0007895653226885672,0.0038762284331102237,0.002584152288740149,0.010291379963799566,0.015198346923453156,1918,1918,819000,819000,107,427.007299270073,15954
