stage,max_length,mean_gate_entanglement_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,1,0.000703414209517389,0.0038598166472954745,0.010263739291090554
1,2,0.0001121494423370617,0.0022321045198395698,0.003492324652322667
2,4,0.00014217083131276564,0.0028935410364813383,0.004776573162733744
3,8,0.0003263712574879951,0.0025482842194977317,0.003544871197623233
4,16,0.00019448204483737963,0.0008726077743377629,0.0024112294921231677
5,32,5.091832046932865e-05,0.0010502797768512297,0.0012699079662042046
6,64,2.9711131671605884e-07,0.0007725021014625206,0.0005821564893005098
