data_seed,truth_seed,method,flag,xkin,num_parameters,num_circuits,num_residuals,objective_mode,weighted_least_squares_objective,reduced_chi_square,min_probability,max_probability,num_probability_below_zero,num_probability_above_one,logl_model,logl_max,two_delta_logl,num_independent_data,num_nongauge_params,dof,n_sigma,n_sigma_less_than_1,mean_gate_entanglement_infidelity_to_truth,mean_gate_average_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_spam_tracedist_to_truth,mean_gate_eigenvalue_nonunitarity_excess_to_truth,mean_gate_eigenvalue_diamondnorm_to_truth,mean_gate_eigenvalue_nonunitary_diamondnorm_to_truth,mean_gate_diamond_distance_to_truth,mean_gate_entanglement_infidelity_to_ideal,mean_gate_average_infidelity_to_ideal,mean_spam_vector_l2_error_to_ideal,mean_spam_tracedist_to_ideal,mean_gate_eigenvalue_nonunitarity_excess_to_ideal,mean_gate_eigenvalue_diamondnorm_to_ideal,mean_gate_eigenvalue_nonunitary_diamondnorm_to_ideal,mean_gate_diamond_distance_to_ideal,revealed_circuits,total_circuits,accounted_revealed_shots,physical_precomputed_shots,min_shots_per_circuit,mean_shots_per_circuit,max_shots_per_circuit
107,1000,adaptive_no_fpr,2.917330587336842,599,72,1918,3836,poisson_logl,946.7786666875465,0.9939933508530673,0.00042517066143860083,0.9995748293385616,0,0,-694663.1721237488,-693716.3934570616,1893.557333374396,1918,13,1905,-0.18538080230906842,True,1.5994257391571676e-05,1.0662838261047783e-05,0.0019158722860526383,0.0013733639494567889,3.273756817159801e-05,0.0001070264648964496,5.8422208385741636e-05,0.0005955557019232869,0.003903195626386191,0.002602130417590794,0.00812778299892993,0.005598010612435639,0.003855158370696686,0.008199802475435293,0.004558177347976734,0.015225252234490495,1918,1918,1354500,1354500,212,706.2043795620438,26421
