stage,max_length,mean_gate_entanglement_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,1,0.0014461673779219142,0.010886198769820677,0.017658050471199158
1,2,0.001392253719510378,0.008364148174273245,0.013380606748844451
2,4,0.0008206580426356747,0.006196855981261778,0.011886263239728263
3,8,0.0002175847266595865,0.004243561755335585,0.0039065296571480605
4,16,0.00023996014462474013,0.0028222297472412033,0.002112488610912583
5,32,5.774850524653541e-05,0.002095174969368374,0.0016319118178625368
6,64,0.00010074586578018296,0.002092984165482481,0.0011708155073792375
