iteration,nf,previous_rho,trust_region_delta,adaptive_schedule,requested_budget,scheduled_budget,shots_added,active_circuits,revealed_union_circuits,accounted_revealed_shots,total_shot_budget,remaining_shot_budget,shot_budget_exhausted,physical_precomputed_shots
0,0,,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,686644,3432000,2745356,False,686644
1,1,40.84147592286644,0.2,lazy_delta_inverse_square,0,0,0,1918,1918,686644,3432000,2745356,False,686644
2,2,-1.503276998479404,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,686644,3432000,2745356,False,686644
3,3,-0.49520839308351816,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,686644,3432000,2745356,False,686644
4,4,0.7615961077989288,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,686644,3432000,2745356,False,686644
5,5,-3.325212917917575,0.05,lazy_delta_inverse_square,10000,10000,10000,1918,1918,696644,3432000,2735356,False,696644
6,6,-0.5010277547599102,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,696644,3432000,2735356,False,696644
7,7,0.6832536698802152,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,696644,3432000,2735356,False,696644
8,8,-0.7437871579569222,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,696644,3432000,2735356,False,696644
9,9,0.5779360970288925,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,696644,3432000,2735356,False,696644
10,10,-0.984290061571521,0.025,lazy_delta_inverse_square,10000,10000,10000,1918,1918,706644,3432000,2725356,False,706644
11,11,0.24955005724524196,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,706644,3432000,2725356,False,706644
12,12,-0.16983400490095812,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,706644,3432000,2725356,False,706644
13,13,0.5610093060677193,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,706644,3432000,2725356,False,706644
14,14,0.5345901364725977,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,706644,3432000,2725356,False,706644
15,15,0.04158219041367138,0.0125,lazy_delta_inverse_square,10000,10000,10000,1918,1918,716644,3432000,2715356,False,716644
16,16,0.6670006019170374,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,716644,3432000,2715356,False,716644
17,17,-1.9446377682612694,0.0125,lazy_delta_inverse_square,0,0,0,1918,1918,716644,3432000,2715356,False,716644
18,18,0.6028666705220262,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,716644,3432000,2715356,False,716644
19,19,-11.657353134799605,0.0125,lazy_delta_inverse_square,0,0,0,1918,1918,716644,3432000,2715356,False,716644
20,20,-1.694887592987675,0.00625,lazy_delta_inverse_square,10000,10000,9739,1918,1918,726383,3432000,2705617,False,726383
21,21,0.45174909367812904,0.0125,lazy_delta_inverse_square,0,0,0,1918,1918,726383,3432000,2705617,False,726383
22,22,-0.41672902313462695,0.00625,lazy_delta_inverse_square,0,0,0,1918,1918,726383,3432000,2705617,False,726383
23,23,0.358990640915671,0.0125,lazy_delta_inverse_square,0,0,0,1918,1918,726383,3432000,2705617,False,726383
24,24,-3.2668336401021105,0.00625,lazy_delta_inverse_square,0,0,0,1918,1918,726383,3432000,2705617,False,726383
25,25,-0.8453128232019651,0.003125,lazy_delta_inverse_square,10000,10000,10000,1918,1918,736383,3432000,2695617,False,736383
26,26,0.8768913922210027,0.00625,lazy_delta_inverse_square,0,0,0,1918,1918,736383,3432000,2695617,False,736383
27,27,-10.06443673175672,0.003125,lazy_delta_inverse_square,0,0,0,1918,1918,736383,3432000,2695617,False,736383
28,28,-1.3446275052433172,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,736383,3432000,2695617,False,736383
29,29,0.8587531126048666,0.003125,lazy_delta_inverse_square,0,0,0,1918,1918,736383,3432000,2695617,False,736383
30,30,-6.775023745755036,0.0015625,lazy_delta_inverse_square,10000,10000,10000,1918,1918,746383,3432000,2685617,False,746383
31,31,-0.04205929673370038,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,746383,3432000,2685617,False,746383
32,32,0.7694087708300353,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,746383,3432000,2685617,False,746383
33,33,-5.063314976612426,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,746383,3432000,2685617,False,746383
34,34,0.12142995151638665,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,746383,3432000,2685617,False,746383
