seed,arm,infidelity,diamond,spam,accounted_revealed_shots,revealed_circuits,total_circuits,objective,flag,seconds,error
109,fixed_fpr,6.537542993056977e-05,0.0012133371101298,0.0012579917380939,1300500,867,1918,poisson_logl,0.6815369600830047,2276.2,
109,fixed_no_fpr,0.0001236698068187,0.0012442336644176,0.001406614878541,1300404,1918,1918,poisson_logl,1.8455703136418722,2062.6,
109,lm,0.0001126859489131,0.0012102683263006,0.0014065840122169,1300404,1918,1918,chi2_ladder_then_mle,LM,43.3,
109,lm_mle,0.0001099593435575,0.0011997905633471,0.0014052531871462,1300404,1918,1918,pure_mle,LM_MLE,39.0,
109,adaptive_D_nofpr_f005,1.7301073672176814e-05,0.0005943110110556,0.0017044706741133,1300500,1918,1918,poisson_logl,3.656578995142596,1768.5,
109,adaptive_D_nofpr_f010,1.054124540678103e-05,0.0004412485311498,0.0011738541732241,1300500,1918,1918,poisson_logl,0.9274360787197244,3419.9,
109,adaptive_D_nofpr_f020,1.7325264848155886e-05,0.0005647466508783,0.0023560401846922,1300500,1918,1918,poisson_logl,18.574660905636108,1772.5,
109,adaptive_D_nofpr_f030,9.82417233313937e-06,0.0003998106508078,0.0010588428990767,1300500,1918,1918,poisson_logl,4.498780017163861,1850.7,
109,adaptive_D_nofpr_f040,1.9757603150455383e-05,0.0007117134720034,0.003160291526574,1300500,1918,1918,poisson_logl,19.37338347591508,2943.1,
109,adaptive_D_nofpr_f050,2.421136640051724e-05,0.0006534959656663,0.0015998256788965,1300500,1918,1918,poisson_logl,60.97497615993044,3273.2,
109,adaptive_D_nofpr_f060,1.1031586402976412e-05,0.0008240811411083,0.0026380748676388,1300500,1918,1918,poisson_logl,2.930207237392623,1965.8,
109,adaptive_D_nofpr_f070,1.257629779993774e-05,0.0005641717188186,0.0017795391997196,1300500,1918,1918,poisson_logl,2.313064024894655,1732.0,
