reference,gate,entanglement_infidelity,average_gate_infidelity,diamond_distance
truth,[],1.245556671580772e-05,8.303711143871814e-06,0.00019894677638670582
truth,Gxpi2:0,1.3779311837658348e-05,9.186207891772232e-06,0.0005866123758498229
truth,Gypi2:0,1.0641720245785358e-05,7.094480163856905e-06,0.0006287134867517211
truth,Gzpi2:0,5.0290710930434024e-05,3.352714062028935e-05,0.0008226372401006919
ideal,[],1.245556671580772e-05,8.303711143871814e-06,0.00019898764155903994
ideal,Gxpi2:0,0.00467794232657881,0.003118628217719207,0.015665911097776902
ideal,Gypi2:0,0.006513879142737822,0.0043425860951585476,0.01899630273430263
ideal,Gzpi2:0,0.004426053546579545,0.002950702364386363,0.025949830684899946
