data_seed,truth_seed,method,flag,xkin,num_parameters,num_circuits,num_residuals,objective_mode,weighted_least_squares_objective,reduced_chi_square,min_probability,max_probability,num_probability_below_zero,num_probability_above_one,logl_model,logl_max,two_delta_logl,num_independent_data,num_nongauge_params,dof,n_sigma,n_sigma_less_than_1,mean_gate_entanglement_infidelity_to_truth,mean_gate_average_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth,mean_gate_entanglement_infidelity_to_ideal,mean_gate_average_infidelity_to_ideal,mean_spam_vector_l2_error_to_ideal,mean_gate_diamond_distance_to_ideal,revealed_circuits,total_circuits,accounted_revealed_shots,physical_precomputed_shots,min_shots_per_circuit,mean_shots_per_circuit,max_shots_per_circuit
103,1000,fixed_fpr,1.2512675309664925,298,72,1918,3836,poisson_logl,960.8988331180286,1.0088176725648594,0.00014683469997234244,0.9998531653000279,0,0,-518086.547692167,-517125.64885904914,1921.7976662357105,1918,13,1905,0.2721362900434567,True,0.00020551312094854723,0.00013700874729903148,0.0053409861508523886,0.0016424981022838195,0.0038999009446336885,0.002599933963089126,0.005920082770939451,0.015363494341777924,871,1918,435500,959000,500,500.0,500
