sequence_index,iteration,nf,incumbent_index,incumbent_full_objective,mean_gate_entanglement_infidelity_to_truth,mean_gate_average_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,0,0,0,192213.04241613642,0.00227342297002206,0.00151561531334804,0.00697710335423951,0.015113464757287046
1,1,1,1,101332.35019828334,0.04184789840554104,0.027898598937027362,0.08294497751334014,0.14823290976227896
2,2,2,1,101332.35019828334,0.04184789840554104,0.027898598937027362,0.08294497751334014,0.14823290976227896
3,3,3,3,70083.10035349426,0.030123539909369834,0.020082359939579887,0.0709614835260346,0.11678432342073648
4,4,4,3,70083.10035349426,0.030123539909369834,0.020082359939579887,0.0709614835260346,0.11678432342073648
5,5,5,5,52135.991915474675,0.011314371479627133,0.007542914319751422,0.04947648874424252,0.08281677198833637
6,6,6,5,52135.991915474675,0.011314371479627133,0.007542914319751422,0.04947648874424252,0.08281677198833637
7,7,7,5,52135.991915474675,0.011314371479627133,0.007542914319751422,0.04947648874424252,0.08281677198833637
8,8,8,8,39940.3593545231,0.017589683032642328,0.011726455355094884,0.018760441807815817,0.06542387636211572
9,9,9,8,39940.3593545231,0.017589683032642328,0.011726455355094884,0.018760441807815817,0.06542387636211572
10,10,10,10,35103.501679535635,0.008815595827398187,0.005877063884932124,0.009712324769178238,0.0538101378216117
11,11,11,10,35103.501679535635,0.008815595827398187,0.005877063884932124,0.009712324769178238,0.0538101378216117
12,12,12,12,35889.2323083269,0.019823874458757162,0.01321591630583811,0.020772660437750425,0.07048682614219273
13,13,13,13,20171.906577429225,0.011708477562894032,0.0078056517085960215,0.015093175795267838,0.040819831499274345
14,14,14,13,20171.906577429225,0.011708477562894032,0.0078056517085960215,0.015093175795267838,0.040819831499274345
15,15,15,15,18899.346554111522,0.005836862664240133,0.003891241776160089,0.006670000714801176,0.030400873086638427
16,16,16,16,8943.482163927012,0.0050027581076385885,0.0033351720717590587,0.005408490694382278,0.01554060166049277
17,17,17,16,8943.482163927012,0.0050027581076385885,0.0033351720717590587,0.005408490694382278,0.01554060166049277
18,18,18,18,7806.864407747791,0.003034846757220072,0.002023231171480048,0.004684144095265866,0.012300588353960829
19,19,19,19,6809.273346091853,0.002133237187179643,0.0014221581247864288,0.0039222166619318375,0.010748504905850583
20,20,20,20,5488.05264329289,0.002327475716671662,0.001551650477781108,0.004967394372121343,0.009952400344171861
21,21,21,20,5488.05264329289,0.002327475716671662,0.001551650477781108,0.004967394372121343,0.009952400344171861
22,22,22,20,5488.05264329289,0.002327475716671662,0.001551650477781108,0.004967394372121343,0.009952400344171861
23,23,23,23,6079.27236735451,0.0009659863471894736,0.0006439908981263158,0.0031948161407714735,0.008529679148547834
24,24,24,24,2528.852145134705,0.001020020639689867,0.0006800137597932447,0.003449129284142959,0.004550122589928869
25,25,25,25,1673.7063600003999,0.0005809416611238793,0.00038729444074925295,0.003880571538010446,0.0034335216780537144
26,26,26,25,1673.7063600003999,0.0005809416611238793,0.00038729444074925295,0.003880571538010446,0.0034335216780537144
27,27,27,25,1673.7063600003999,0.0005809416611238793,0.00038729444074925295,0.003880571538010446,0.0034335216780537144
28,28,28,28,1049.0991438089823,0.0003205337780445572,0.0002136891853630381,0.004961277366569363,0.0019849460032754594
29,29,29,28,1049.0991438089823,0.0003205337780445572,0.0002136891853630381,0.004961277366569363,0.0019849460032754594
30,30,30,28,1049.0991438089823,0.0003205337780445572,0.0002136891853630381,0.004961277366569363,0.0019849460032754594
31,31,31,31,977.2534926213359,0.0002498284401616646,0.00016655229344110975,0.004829513257148556,0.0017730448001747456
32,32,32,31,977.2534926213359,0.0002498284401616646,0.00016655229344110975,0.004829513257148556,0.0017730448001747456
33,33,33,31,977.2534926213359,0.0002498284401616646,0.00016655229344110975,0.004829513257148556,0.0017730448001747456
34,34,34,34,968.6619022470754,0.0002226457766302814,0.00014843051775352095,0.0048164114029470365,0.001709229980418202
35,35,35,34,968.6619022470754,0.0002226457766302814,0.00014843051775352095,0.0048164114029470365,0.001709229980418202
36,36,36,36,964.555290472731,0.00021270481194482493,0.00014180320796321663,0.004756568895168939,0.0017303328393854865
37,37,37,36,964.555290472731,0.00021270481194482493,0.00014180320796321663,0.004756568895168939,0.0017303328393854865
38,38,38,36,964.555290472731,0.00021270481194482493,0.00014180320796321663,0.004756568895168939,0.0017303328393854865
39,39,39,39,963.0255713475075,0.0002072030383781509,0.00013813535891876727,0.004779837403505499,0.0017171379678938515
40,40,40,39,963.0255713475075,0.0002072030383781509,0.00013813535891876727,0.004779837403505499,0.0017171379678938515
41,41,41,41,962.8654821773353,0.0002021398758854931,0.0001347599172569954,0.004761483106527137,0.0017307913657526668
42,42,42,41,962.8654821773353,0.0002021398758854931,0.0001347599172569954,0.004761483106527137,0.0017307913657526668
43,43,43,43,962.7078077925804,0.0002005255149419849,0.00013368367662798994,0.004782771706342307,0.00173263794044861
44,44,44,43,962.7078077925804,0.0002005255149419849,0.00013368367662798994,0.004782771706342307,0.00173263794044861
45,45,45,45,960.1942461303358,0.00021691135961413033,0.00014460757307608688,0.005164717539707379,0.001590952506552111
46,46,46,45,960.1942461303358,0.00021691135961413033,0.00014460757307608688,0.005164717539707379,0.001590952506552111
47,47,47,47,958.9873272303171,0.00023145669223836873,0.0001543044614922458,0.005115928642952401,0.0015790206379738478
48,48,48,47,958.9873272303171,0.00023145669223836873,0.0001543044614922458,0.005115928642952401,0.0015790206379738478
49,49,49,49,958.6845765575713,0.00024051150188283965,0.00016034100125522643,0.005070781631965582,0.0016129758247398567
50,50,50,50,959.6264233803093,0.00023168806535761588,0.00015445871023841057,0.005233424265201619,0.0016246135298481734
51,51,51,50,959.6264233803093,0.00023168806535761588,0.00015445871023841057,0.005233424265201619,0.0016246135298481734
52,52,52,52,960.3507609930925,0.00022244444663033214,0.00014829629775355474,0.005268705051301617,0.0016168989095348399
53,53,53,52,960.3507609930925,0.00022244444663033214,0.00014829629775355474,0.005268705051301617,0.0016168989095348399
54,54,54,54,960.5581440317336,0.0002149050833072652,0.00014327005553817682,0.005292691626185765,0.0016126792400471606
55,55,55,54,960.5581440317336,0.0002149050833072652,0.00014327005553817682,0.005292691626185765,0.0016126792400471606
56,56,56,54,960.5581440317336,0.0002149050833072652,0.00014327005553817682,0.005292691626185765,0.0016126792400471606
57,57,57,57,960.6950832441557,0.00021105955217584627,0.00014070636811723083,0.0053110207565558966,0.0016113946673274523
58,58,58,57,960.6950832441557,0.00021105955217584627,0.00014070636811723083,0.0053110207565558966,0.0016113946673274523
59,59,59,59,960.7756391525088,0.00020918583198192842,0.0001394572213212856,0.0053162310671899795,0.0016134557886407436
60,60,60,59,960.7756391525088,0.00020918583198192842,0.0001394572213212856,0.0053162310671899795,0.0016134557886407436
61,61,61,59,960.7756391525088,0.00020918583198192842,0.0001394572213212856,0.0053162310671899795,0.0016134557886407436
62,62,62,62,960.80383589862,0.0002084969298800643,0.0001389979532533762,0.005321923551342598,0.0016160692468431986
63,63,63,62,960.80383589862,0.0002084969298800643,0.0001389979532533762,0.005321923551342598,0.0016160692468431986
64,64,64,64,960.8034078762973,0.0002080014617556747,0.0001386676411704498,0.005322160095451743,0.0016181060117161587
65,65,65,64,960.8034078762973,0.0002080014617556747,0.0001386676411704498,0.005322160095451743,0.0016181060117161587
66,66,66,66,960.8539045626267,0.00020769633554384992,0.00013846422369589995,0.005327854162025876,0.0016202567536302691
67,67,67,66,960.8539045626267,0.00020769633554384992,0.00013846422369589995,0.005327854162025876,0.0016202567536302691
68,68,68,66,960.8539045626267,0.00020769633554384992,0.00013846422369589995,0.005327854162025876,0.0016202567536302691
69,69,69,69,960.84967828403,0.0002075694736084488,0.00013837964907229922,0.0053277961631998175,0.0016212324899155493
70,70,70,70,960.7699978110628,0.0002073033275383218,0.00013820221835888122,0.005331914162112843,0.0016243208527635478
71,71,71,70,960.7699978110628,0.0002073033275383218,0.00013820221835888122,0.005331914162112843,0.0016243208527635478
72,72,72,72,960.8212341238539,0.00020705702364087752,0.00013803801576058503,0.005333387844935221,0.0016247125771699316
73,73,73,72,960.8212341238539,0.00020705702364087752,0.00013803801576058503,0.005333387844935221,0.0016247125771699316
74,74,74,72,960.8212341238539,0.00020705702364087752,0.00013803801576058503,0.005333387844935221,0.0016247125771699316
75,75,75,75,960.8152700105467,0.00020693378466898893,0.00013795585644599262,0.005334256761229435,0.0016258015124719857
76,76,76,75,960.8152700105467,0.00020693378466898893,0.00013795585644599262,0.005334256761229435,0.0016258015124719857
77,77,77,77,960.8352532429958,0.0002067900911054965,0.0001378600607369977,0.005333939787766771,0.0016261281291649905
78,78,78,77,960.8352532429958,0.0002067900911054965,0.0001378600607369977,0.005333939787766771,0.0016261281291649905
79,79,79,79,960.8463132087393,0.00020675169030617835,0.0001378344602041189,0.005334792702342071,0.0016271961416289113
80,80,80,79,960.8463132087393,0.00020675169030617835,0.0001378344602041189,0.005334792702342071,0.0016271961416289113
81,81,81,81,960.8390919090057,0.00020667663933546243,0.00013778442622364162,0.005334700852450101,0.001627198926196964
82,82,82,81,960.8390919090057,0.00020667663933546243,0.00013778442622364162,0.005334700852450101,0.001627198926196964
83,83,83,83,960.8522797367483,0.00020663560959707783,0.00013775707306471854,0.005335061008102375,0.0016285389517030294
