reference,gate,entanglement_infidelity,average_gate_infidelity,diamond_distance,eigenvalue_nonunitarity_excess,eigenvalue_diamondnorm,eigenvalue_nonunitary_diamondnorm
truth,[],2.8955909037398087e-05,1.9303939358265392e-05,0.0001747468447087665,2.8952713851559952e-05,8.938949027105315e-05,3.0201869277407534e-05
truth,Gxpi2:0,7.215228937107465e-05,4.81015262473831e-05,0.0014018867906791601,-5.424951933458155e-05,0.0001520294038664401,0.00013234394653804937
truth,Gypi2:0,0.0002220146036895354,0.0001480097357930236,0.002405458225927396,-8.121645688091705e-05,0.0001966833127307012,0.0001660569676078527
truth,Gzpi2:0,0.0009184393091119514,0.000612292872741301,0.0036029846525529124,7.324675386471968e-06,0.0005145840335756913,0.0003605163996742988
ideal,[],2.895590903750911e-05,1.9303939358339406e-05,0.00017467505003058555,2.8952713851559952e-05,8.938949027105315e-05,3.0201869277407534e-05
ideal,Gxpi2:0,0.0045152215431862874,0.003010147695457525,0.015417341183946933,0.004486997621436006,0.005462323947162019,0.005404666856874851
ideal,Gypi2:0,0.006388326958615798,0.004258884639077198,0.0186131588837359,0.006353232337473397,0.011960013361145262,0.007745018790999869
ideal,Gzpi2:0,0.004452050601650437,0.0029680337344336247,0.02629207160131087,0.004325589514354272,0.01544411843814695,0.0043646630127270325
