seed,arm,infidelity,diamond,spam,accounted_revealed_shots,revealed_circuits,total_circuits,objective,flag,seconds,error
106,fixed_fpr,0.0005276069042855,0.0025469353762082,0.0018203064221978,824000,824,1918,poisson_logl,0.5819142952620461,1921.6,
106,fixed_no_fpr,4.021570265513863e-05,0.000999695389014,0.002251345220985,822822,1918,1918,poisson_logl,3.1457967678266656,1824.9,
106,lm,0.0004600945003296,0.0079070028276183,1.3752200979087756,824740,1918,1918,chi2_ladder_then_mle,LM,59.3,
106,lm_mle,4.105436860182832e-05,0.0013340040189328,0.0016031769943723,824740,1918,1918,pure_mle,LM_MLE,39.4,
106,adaptive_D_nofpr_f005,7.223143055784531e-05,0.0009027572749854,0.0029607110750559,824000,1918,1918,poisson_logl,1.4405014587862324,2035.0,
106,adaptive_D_nofpr_f010,2.057787545620137e-05,0.0005735372211275,0.0020711926681543,824000,1918,1918,poisson_logl,2.396225809478284,1276.7,
106,adaptive_D_nofpr_f020,4.256494316981496e-05,0.0008367553487968,0.0024722096476932,824000,1918,1918,poisson_logl,1.1186199922319655,1308.2,
106,adaptive_D_nofpr_f030,2.792225078920852e-05,0.0008680464348334,0.0039078598945911,824000,1918,1918,poisson_logl,0.3927722302825489,2955.5,
106,adaptive_D_nofpr_f040,4.362591264298055e-05,0.000947295863748,0.0028078461855956,824000,1918,1918,poisson_logl,4.994236097810036,1258.5,
106,adaptive_D_nofpr_f050,6.702732110069887e-05,0.0012442671910931,0.0023297619145487,824000,1918,1918,poisson_logl,1.2761465719942024,1199.5,
106,adaptive_D_nofpr_f060,3.462570904486095e-05,0.0010622429834628,0.001436571387726,824000,1918,1918,poisson_logl,1.193355005694351,1890.4,
106,adaptive_D_nofpr_f070,9.5801015443292e-05,0.001542333856142,0.0015157289064331,824000,1918,1918,poisson_logl,0.3501431751905132,1138.4,
