reference,gate,entanglement_infidelity,average_gate_infidelity,diamond_distance
truth,[],2.5305877416448297e-05,1.6870584944298866e-05,0.0001560354543539183
truth,Gxpi2:0,5.8966303728702485e-06,3.931086915246833e-06,0.0011673555916277916
truth,Gypi2:0,4.988477071199426e-06,3.3256513807996177e-06,0.001189044292550672
truth,Gzpi2:0,3.1927955491339866e-05,2.1285303660893245e-05,0.000819763832738506
