data_seed,truth_seed,method,flag,xkin,num_parameters,num_circuits,num_residuals,objective_mode,weighted_least_squares_objective,reduced_chi_square,min_probability,max_probability,num_probability_below_zero,num_probability_above_one,logl_model,logl_max,two_delta_logl,num_independent_data,num_nongauge_params,dof,n_sigma,n_sigma_less_than_1,mean_gate_entanglement_infidelity_to_truth,mean_gate_average_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_spam_tracedist_to_truth,mean_gate_eigenvalue_nonunitarity_excess_to_truth,mean_gate_eigenvalue_diamondnorm_to_truth,mean_gate_eigenvalue_nonunitary_diamondnorm_to_truth,mean_gate_diamond_distance_to_truth,mean_gate_entanglement_infidelity_to_ideal,mean_gate_average_infidelity_to_ideal,mean_spam_vector_l2_error_to_ideal,mean_spam_tracedist_to_ideal,mean_gate_eigenvalue_nonunitarity_excess_to_ideal,mean_gate_eigenvalue_diamondnorm_to_ideal,mean_gate_eigenvalue_nonunitary_diamondnorm_to_ideal,mean_gate_diamond_distance_to_ideal,revealed_circuits,total_circuits,accounted_revealed_shots,physical_precomputed_shots,min_shots_per_circuit,mean_shots_per_circuit,max_shots_per_circuit
101,1000,adaptive_no_fpr,73.17459477130802,598,72,1918,3836,poisson_logl,952.2854584754334,0.9997747595542608,0.0004000325403927807,0.9995999674596074,0,0,-458227.11325616157,-457274.82779768633,1904.5709169504698,1918,13,1905,-0.0069515054997002935,True,4.162438215216113e-07,2.7749588101440727e-07,0.0019972691276527142,0.0012056459377584317,2.201624763810417e-05,9.581514763578003e-05,6.576058132530538e-05,0.0006224655312048081,0.0027660124053471014,0.001844008270231401,0.008314406128763536,0.005765023163867405,0.0027204809792727644,0.006835427653532145,0.0031640546944995615,0.013769977438402362,1918,1918,959000,959000,200,500.0,16390
