stage,max_length,mean_gate_entanglement_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,1,0.005563517476101898,0.020613684017059666,0.04571381954818227
1,2,0.005155599639596636,0.011617770890225533,0.022960999612464013
2,4,0.002150629499213602,0.015164210574745198,0.019981212385962635
3,8,0.0016494762874148527,0.013646611513320797,0.015319277483620136
4,16,0.0008562427615286528,0.008724933704075106,0.006840873979768115
5,32,0.0006957107605517765,0.00519514721624724,0.0034750608671557594
6,64,0.00022882422489206578,0.0046016606277868325,0.0024555480800085173
