reference,gate,entanglement_infidelity,average_gate_infidelity,diamond_distance
truth,[],3.795640490800167e-08,2.5304269938667783e-08,0.0003718415488192409
truth,Gxpi2:0,0.00029997208943299825,0.00019998139295533215,0.002444908406783228
truth,Gypi2:0,0.00023224567638702176,0.00015483045092468117,0.002360358989580757
truth,Gzpi2:0,0.0002803702454260426,0.00018691349695069506,0.002792112948860873
ideal,[],3.7956405019023975e-08,2.530427001268265e-08,0.00037167513466263046
ideal,Gxpi2:0,0.004892034545396218,0.0032613563635974785,0.015270738977747994
ideal,Gypi2:0,0.00635153465950089,0.00423435643966726,0.01869018069199631
ideal,Gzpi2:0,0.004622391626928457,0.0030815944179523047,0.02623039114638651
