reference,gate,entanglement_infidelity,average_gate_infidelity,diamond_distance
truth,[],4.88833554045387e-05,3.25889036030258e-05,0.00034188387318383694
truth,Gxpi2:0,3.0346325782137917e-05,2.0230883854758613e-05,0.001219877014020917
truth,Gypi2:0,5.2043425944447996e-05,3.4695617296298664e-05,0.0020250779035915793
truth,Gzpi2:0,3.704007474680804e-05,2.469338316453869e-05,0.0012400251644728352
