reference,member_type,member,vector_l2_error
truth,prep,rho0,0.002024129240833124
truth,povm_effect,Mdefault:0,0.001497807078613531
truth,povm_effect,Mdefault:1,0.0014978062009170883
ideal,prep,rho0,0.008857075810450914
ideal,povm_effect,Mdefault:0,0.006866313779456685
ideal,povm_effect,Mdefault:1,0.006872118345438713
