reference,member_type,member,vector_l2_error,tracedist
truth,prep,rho0,0.0019549898880055795,0.001382386319895615
truth,povm,Mdefault,,0.0003497927928979679
truth,povm_effect,Mdefault:0,0.0006696253794358369,
truth,povm_effect,Mdefault:1,0.0006679062821805634,
ideal,prep,rho0,0.006008430844712598,0.004248538209813856
ideal,povm,Mdefault,,0.004698484058938505
ideal,povm_effect,Mdefault:0,0.0066858417299815375,
ideal,povm_effect,Mdefault:1,0.0066979043597242705,
