reference,gate,entanglement_infidelity,average_gate_infidelity,diamond_distance,eigenvalue_nonunitarity_excess,eigenvalue_diamondnorm,eigenvalue_nonunitary_diamondnorm
truth,[],1.2569934691786244e-05,8.37995646119083e-06,0.0003241744829526296,1.2547552836417175e-05,0.00022484962668151343,1.446351522715883e-05
truth,Gxpi2:0,5.409023662084067e-06,3.6060157747227115e-06,0.00042821779065873396,2.3186305278422026e-05,0.0001047533757103647,0.0001047533757103647
truth,Gypi2:0,7.5427670614969244e-06,5.028511374331283e-06,0.0009875404576053814,3.983562301790311e-05,0.0005089769579858332,0.00012033862255844685
truth,Gzpi2:0,6.214187055375575e-06,4.142791370250383e-06,0.0004629083327866614,-1.1474259933863529e-06,0.0001046324169310693,8.219786990951161e-05
