stage,max_length,mean_gate_entanglement_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,1,0.00469943876104062,0.029637786049553406,0.05767462286065232
1,2,0.0030826840253421195,0.01901720395988677,0.02712651134924391
2,4,0.0021798256111341674,0.01613215252822055,0.02010199820603344
3,8,0.0019365281399552348,0.011756628751825718,0.013863203957249768
4,16,0.0009330843223953056,0.0089989082212559,0.00763538560118651
5,32,0.000778728754590452,0.005474859174750052,0.004113041158210968
6,64,0.00025262181238649983,0.004610550716185502,0.0029671455580690224
