sequence_index,iteration,nf,incumbent_index,incumbent_full_objective,mean_gate_entanglement_infidelity_to_truth,mean_gate_average_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_spam_tracedist_to_truth,mean_gate_eigenvalue_nonunitarity_excess_to_truth,mean_gate_eigenvalue_diamondnorm_to_truth,mean_gate_eigenvalue_nonunitary_diamondnorm_to_truth,mean_gate_diamond_distance_to_truth
0,0,0,0,952306.1580305614,0.00227342297002206,0.00151561531334804,0.00697710335423951,0.004937894532976495,-0.003850330725303469,0.008134373632380773,0.004513942584111835,0.015113464757287046
1,1,1,1,356007.5963551465,0.025274796913789255,0.016849864609192838,0.035111924455297185,0.020578603579569695,0.039966020806068515,0.04884371698709064,0.048285031168579046,0.08892437559222047
2,2,2,1,356007.5963551465,0.025274796913789255,0.016849864609192838,0.035111924455297185,0.020578603579569695,0.039966020806068515,0.04884371698709064,0.048285031168579046,0.08892437559222047
3,3,3,3,158316.45991500764,0.01378993323382513,0.009193288822550086,0.04838769702675778,0.035184405683401684,0.012106255151498727,0.029398533477666695,0.019316111812994058,0.05741036043211567
4,4,4,3,158316.45991500764,0.01378993323382513,0.009193288822550086,0.04838769702675778,0.035184405683401684,0.012106255151498727,0.029398533477666695,0.019316111812994058,0.05741036043211567
5,5,5,3,158316.45991500764,0.01378993323382513,0.009193288822550086,0.04838769702675778,0.035184405683401684,0.012106255151498727,0.029398533477666695,0.019316111812994058,0.05741036043211567
6,6,6,3,158316.45991500764,0.01378993323382513,0.009193288822550086,0.04838769702675778,0.035184405683401684,0.012106255151498727,0.029398533477666695,0.019316111812994058,0.05741036043211567
7,7,7,7,80732.07658419287,0.008013214731156154,0.0053421431541041025,0.01689037027002534,0.013537345223500526,0.009461732835685174,0.015623183340648984,0.013907088943605136,0.028744390515813897
8,8,8,7,80732.07658419287,0.008013214731156154,0.0053421431541041025,0.01689037027002534,0.013537345223500526,0.009461732835685174,0.015623183340648984,0.013907088943605136,0.028744390515813897
9,9,9,9,45661.84777315543,0.0029605867500948624,0.0019737245000632417,0.007994781809894304,0.006517749433160115,0.0033030403193283903,0.009278630667142497,0.00420823203925276,0.018662022521098165
10,10,10,9,45661.84777315543,0.0029605867500948624,0.0019737245000632417,0.007994781809894304,0.006517749433160115,0.0033030403193283903,0.009278630667142497,0.00420823203925276,0.018662022521098165
11,11,11,11,26956.995912179133,0.0018851992820708152,0.0012567995213805436,0.0037594641511705753,0.0025329982100260836,0.003804352966013058,0.005998945156152637,0.004860885047055737,0.010439853315529317
12,12,12,12,20819.204482230143,0.0012637314112963483,0.0008424876075308988,0.00637882862184658,0.00434205090360311,0.002816735680694668,0.004185972539995024,0.0038876026786429305,0.008896376470899147
13,13,13,13,11939.961061179158,0.001478942481525386,0.0009859616543502572,0.0021883578340631516,0.001243136370857584,0.002123730277093179,0.0030290947811286184,0.002951355993095754,0.0051299129535480326
14,14,14,13,11939.961061179158,0.001478942481525386,0.0009859616543502572,0.0021883578340631516,0.001243136370857584,0.002123730277093179,0.0030290947811286184,0.002951355993095754,0.0051299129535480326
15,15,15,13,11939.961061179158,0.001478942481525386,0.0009859616543502572,0.0021883578340631516,0.001243136370857584,0.002123730277093179,0.0030290947811286184,0.002951355993095754,0.0051299129535480326
16,16,16,13,11939.961061179158,0.001478942481525386,0.0009859616543502572,0.0021883578340631516,0.001243136370857584,0.002123730277093179,0.0030290947811286184,0.002951355993095754,0.0051299129535480326
17,17,17,17,8151.738682083641,0.0008365580056503563,0.0005577053371002376,0.002182123633140899,0.0014084693140602902,0.0015602848447330286,0.0022222123078510098,0.0021112885757313057,0.004322409362532644
18,18,18,17,8151.738682083641,0.0008365580056503563,0.0005577053371002376,0.002182123633140899,0.0014084693140602902,0.0015602848447330286,0.0022222123078510098,0.0021112885757313057,0.004322409362532644
19,19,19,19,5836.00091882276,0.00037101491450849955,0.00024734327633899966,0.0009805671830300903,0.0006644027943474786,0.0014755326541945474,0.001864401235936649,0.0019924312942681266,0.0034323408329560677
20,20,20,20,5055.417101196076,0.0007023914807531284,0.00046826098716875225,0.0009391190142446214,0.0006070226804066619,0.0008553651951426489,0.0012413560409541746,0.0012386331132078765,0.002160189719797318
21,21,21,21,1416.9698153139698,0.00014710333281528487,9.806888854352325e-05,0.0009625467545697394,0.0005980572577888994,0.00014746055078958958,0.0004986955627243907,0.00027819913344768327,0.0009273382951344308
22,22,22,21,1416.9698153139698,0.00014710333281528487,9.806888854352325e-05,0.0009625467545697394,0.0005980572577888994,0.00014746055078958958,0.0004986955627243907,0.00027819913344768327,0.0009273382951344308
23,23,23,21,1416.9698153139698,0.00014710333281528487,9.806888854352325e-05,0.0009625467545697394,0.0005980572577888994,0.00014746055078958958,0.0004986955627243907,0.00027819913344768327,0.0009273382951344308
24,24,24,21,1416.9698153139698,0.00014710333281528487,9.806888854352325e-05,0.0009625467545697394,0.0005980572577888994,0.00014746055078958958,0.0004986955627243907,0.00027819913344768327,0.0009273382951344308
25,25,25,25,1054.0328315660795,6.913564804372774e-05,4.609043202915183e-05,0.0008941146692527475,0.0005759733001045379,7.093245246234808e-05,0.0001867082829800118,0.00016816386421469876,0.0006398565363215576
26,26,26,25,1054.0328315660795,6.913564804372774e-05,4.609043202915183e-05,0.0008941146692527475,0.0005759733001045379,7.093245246234808e-05,0.0001867082829800118,0.00016816386421469876,0.0006398565363215576
27,27,27,27,1006.1449314080502,5.038146529495746e-05,3.3587643529971636e-05,0.0008715869991618204,0.0005441458514012686,3.641615427580486e-05,0.0001571831471738424,0.00013152702000069488,0.000613634570683312
28,28,28,27,1006.1449314080502,5.038146529495746e-05,3.3587643529971636e-05,0.0008715869991618204,0.0005441458514012686,3.641615427580486e-05,0.0001571831471738424,0.00013152702000069488,0.000613634570683312
29,29,29,29,1002.3688389805121,4.5307482922252174e-05,3.0204988614834782e-05,0.0008475455846730747,0.0005302699908559594,3.266983198772777e-05,0.0001405115794247789,0.00011472483027589325,0.000594917027376985
30,30,30,29,1002.3688389805121,4.5307482922252174e-05,3.0204988614834782e-05,0.0008475455846730747,0.0005302699908559594,3.266983198772777e-05,0.0001405115794247789,0.00011472483027589325,0.000594917027376985
31,31,31,31,995.3027272476493,4.887954399032668e-05,3.2586362660217784e-05,0.0008408075355627876,0.0005204880788714215,3.493521951206807e-05,0.0001608793943689146,0.0001339473151228468,0.0005976556400057067
32,32,32,31,995.3027272476493,4.887954399032668e-05,3.2586362660217784e-05,0.0008408075355627876,0.0005204880788714215,3.493521951206807e-05,0.0001608793943689146,0.0001339473151228468,0.0005976556400057067
33,33,33,31,995.3027272476493,4.887954399032668e-05,3.2586362660217784e-05,0.0008408075355627876,0.0005204880788714215,3.493521951206807e-05,0.0001608793943689146,0.0001339473151228468,0.0005976556400057067
34,34,34,34,959.8272322867083,2.653250645787142e-05,1.7688337638580947e-05,0.0008709584800867016,0.0005501472133446671,1.47216372913192e-05,0.00012319293742652003,9.55119560196796e-05,0.0005549935385748628
35,35,35,34,959.8272322867083,2.653250645787142e-05,1.7688337638580947e-05,0.0008709584800867016,0.0005501472133446671,1.47216372913192e-05,0.00012319293742652003,9.55119560196796e-05,0.0005549935385748628
36,36,36,36,954.3070889296714,2.4716165908406085e-05,1.647744393893739e-05,0.0008609935283539104,0.0005357362718028594,1.007949035615463e-05,0.00012727509878177274,9.800603328426888e-05,0.0005548783394813139
37,37,37,36,954.3070889296714,2.4716165908406085e-05,1.647744393893739e-05,0.0008609935283539104,0.0005357362718028594,1.007949035615463e-05,0.00012727509878177274,9.800603328426888e-05,0.0005548783394813139
38,38,38,36,954.3070889296714,2.4716165908406085e-05,1.647744393893739e-05,0.0008609935283539104,0.0005357362718028594,1.007949035615463e-05,0.00012727509878177274,9.800603328426888e-05,0.0005548783394813139
39,39,39,39,946.8285848682165,1.6412808527987988e-05,1.0941872351991993e-05,0.0008740965039944539,0.0005498450051662984,5.499176847244269e-06,0.000122595010884494,8.335023141160802e-05,0.0005386251659737164
40,40,40,39,946.8285848682165,1.6412808527987988e-05,1.0941872351991993e-05,0.0008740965039944539,0.0005498450051662984,5.499176847244269e-06,0.000122595010884494,8.335023141160802e-05,0.0005386251659737164
41,41,41,41,945.524149455141,1.490998263747878e-05,9.939988424985854e-06,0.000869950804622334,0.0005453405632225693,2.0337845365522855e-06,0.00012321206690071287,8.313458021116937e-05,0.0005399092930528981
42,42,42,41,945.524149455141,1.490998263747878e-05,9.939988424985854e-06,0.000869950804622334,0.0005453405632225693,2.0337845365522855e-06,0.00012321206690071287,8.313458021116937e-05,0.0005399092930528981
43,43,43,43,945.279776856232,1.283574279578592e-05,8.557161863857281e-06,0.0008668089483582856,0.0005436825031529102,3.337202746436785e-07,0.00012248268192815003,7.85916517727775e-05,0.0005361095308058707
44,44,44,43,945.279776856232,1.283574279578592e-05,8.557161863857281e-06,0.0008668089483582856,0.0005436825031529102,3.337202746436785e-07,0.00012248268192815003,7.85916517727775e-05,0.0005361095308058707
45,45,45,43,945.279776856232,1.283574279578592e-05,8.557161863857281e-06,0.0008668089483582856,0.0005436825031529102,3.337202746436785e-07,0.00012248268192815003,7.85916517727775e-05,0.0005361095308058707
46,46,46,46,943.9309035415893,1.1751072925531014e-05,7.834048617020676e-06,0.0008734829349160452,0.0005490071254738535,-1.2611839370763045e-07,0.00012224955963043412,7.799301159780447e-05,0.0005348933523496111
47,47,47,46,943.9309035415893,1.1751072925531014e-05,7.834048617020676e-06,0.0008734829349160452,0.0005490071254738535,-1.2611839370763045e-07,0.00012224955963043412,7.799301159780447e-05,0.0005348933523496111
48,48,48,48,943.6369564852383,1.1506677845274371e-05,7.671118563516247e-06,0.0008736756379874168,0.0005486905063954352,1.2861260585694811e-07,0.00012172761889037579,7.721955447058393e-05,0.0005339236137540638
49,49,49,49,943.5027458006851,1.4455108671623806e-05,9.636739114415871e-06,0.0008656327927187691,0.0005394685228642815,3.824978091697406e-06,0.00012205135052303437,8.014755096788506e-05,0.0005379626918132139
50,50,50,49,943.5027458006851,1.4455108671623806e-05,9.636739114415871e-06,0.0008656327927187691,0.0005394685228642815,3.824978091697406e-06,0.00012205135052303437,8.014755096788506e-05,0.0005379626918132139
51,51,51,49,943.5027458006851,1.4455108671623806e-05,9.636739114415871e-06,0.0008656327927187691,0.0005394685228642815,3.824978091697406e-06,0.00012205135052303437,8.014755096788506e-05,0.0005379626918132139
52,52,52,52,942.6242167369817,1.3518856358529785e-05,9.012570905686523e-06,0.0008721764830337151,0.0005454362004784412,3.168177652453086e-06,0.0001224748420975606,7.900164703395635e-05,0.0005384412383909993
53,53,53,52,942.6242167369817,1.3518856358529785e-05,9.012570905686523e-06,0.0008721764830337151,0.0005454362004784412,3.168177652453086e-06,0.0001224748420975606,7.900164703395635e-05,0.0005384412383909993
54,54,54,52,942.6242167369817,1.3518856358529785e-05,9.012570905686523e-06,0.0008721764830337151,0.0005454362004784412,3.168177652453086e-06,0.0001224748420975606,7.900164703395635e-05,0.0005384412383909993
55,55,55,55,942.4171299890465,1.3121667149174066e-05,8.747778099449377e-06,0.0008737487449512266,0.000546422302556492,3.1148398710531544e-06,0.00012219256235040946,7.809825826489425e-05,0.0005378901445183958
56,56,56,55,942.4171299890465,1.3121667149174066e-05,8.747778099449377e-06,0.0008737487449512266,0.000546422302556492,3.1148398710531544e-06,0.00012219256235040946,7.809825826489425e-05,0.0005378901445183958
57,57,57,57,942.3914625333771,1.3240215082421791e-05,8.826810054947861e-06,0.0008738858524480176,0.0005462526750740342,3.7293815259090146e-06,0.00012193839071292063,7.804522759091714e-05,0.0005395404737308073
58,58,58,57,942.3914625333771,1.3240215082421791e-05,8.826810054947861e-06,0.0008738858524480176,0.0005462526750740342,3.7293815259090146e-06,0.00012193839071292063,7.804522759091714e-05,0.0005395404737308073
59,59,59,59,942.3634708335107,1.321437046306051e-05,8.809580308707007e-06,0.0008740177991345423,0.0005462759273204706,3.4500471352699735e-06,0.00012199133233845677,7.825876899349854e-05,0.0005393912878032221
60,60,60,59,942.3634708335107,1.321437046306051e-05,8.809580308707007e-06,0.0008740177991345423,0.0005462759273204706,3.4500471352699735e-06,0.00012199133233845677,7.825876899349854e-05,0.0005393912878032221
61,61,61,59,942.3634708335107,1.321437046306051e-05,8.809580308707007e-06,0.0008740177991345423,0.0005462759273204706,3.4500471352699735e-06,0.00012199133233845677,7.825876899349854e-05,0.0005393912878032221
62,62,62,62,942.3491861403544,1.3089003820854206e-05,8.726002547236137e-06,0.0008734406584451471,0.0005458514845247581,3.5083186263815125e-06,0.0001219423600114296,7.795565512053876e-05,0.0005398825202237963
63,63,63,62,942.3491861403544,1.3089003820854206e-05,8.726002547236137e-06,0.0008734406584451471,0.0005458514845247581,3.5083186263815125e-06,0.0001219423600114296,7.795565512053876e-05,0.0005398825202237963
64,64,64,64,942.3463399791607,1.297569733077486e-05,8.65046488718324e-06,0.0008736321573575919,0.000545850408357966,3.197051748629609e-06,0.00012183307441248088,7.774025270317758e-05,0.0005395311016237073
65,65,65,64,942.3463399791607,1.297569733077486e-05,8.65046488718324e-06,0.0008736321573575919,0.000545850408357966,3.197051748629609e-06,0.00012183307441248088,7.774025270317758e-05,0.0005395311016237073
66,66,66,66,942.3431175611635,1.2950286118001975e-05,8.633524078667984e-06,0.0008737232133440541,0.0005461363095738145,3.3283396004488153e-06,0.00012180500449591536,7.775204794620988e-05,0.0005399315404626872
67,67,67,66,942.3431175611635,1.2950286118001975e-05,8.633524078667984e-06,0.0008737232133440541,0.0005461363095738145,3.3283396004488153e-06,0.00012180500449591536,7.775204794620988e-05,0.0005399315404626872
68,68,68,68,942.3430934009573,1.2932947995869526e-05,8.621965330579684e-06,0.0008734711155133603,0.0005456446003576673,3.1479387560193195e-06,0.00012180623887232705,7.766211452393812e-05,0.0005395519798844393
69,69,69,69,942.3266039347029,1.2915146355735319e-05,8.610097570490211e-06,0.0008739893964130869,0.0005462526213836677,3.2648787437333793e-06,0.00012174776911056313,7.765934986168899e-05,0.0005397618031197986
70,70,70,69,942.3266039347029,1.2915146355735319e-05,8.610097570490211e-06,0.0008739893964130869,0.0005462526213836677,3.2648787437333793e-06,0.00012174776911056313,7.765934986168899e-05,0.0005397618031197986
71,71,71,69,942.3266039347029,1.2915146355735319e-05,8.610097570490211e-06,0.0008739893964130869,0.0005462526213836677,3.2648787437333793e-06,0.00012174776911056313,7.765934986168899e-05,0.0005397618031197986
72,72,72,69,942.3266039347029,1.2915146355735319e-05,8.610097570490211e-06,0.0008739893964130869,0.0005462526213836677,3.2648787437333793e-06,0.00012174776911056313,7.765934986168899e-05,0.0005397618031197986
73,73,73,73,942.3259000958064,1.2910246420611005e-05,8.606830947074004e-06,0.0008739499030002918,0.0005461992924013931,3.225526348453467e-06,0.0001217662623388436,7.767614782918514e-05,0.0005396840137363195
74,74,74,73,942.3259000958064,1.2910246420611005e-05,8.606830947074004e-06,0.0008739499030002918,0.0005461992924013931,3.225526348453467e-06,0.0001217662623388436,7.767614782918514e-05,0.0005396840137363195
75,75,75,75,942.3253168814389,1.2922059500236616e-05,8.614706333491078e-06,0.0008739123151861373,0.000546169870935784,3.2616103632088222e-06,0.00012178018724806039,7.769872263092142e-05,0.0005397207833404334
76,76,76,75,942.3253168814389,1.2922059500236616e-05,8.614706333491078e-06,0.0008739123151861373,0.000546169870935784,3.2616103632088222e-06,0.00012178018724806039,7.769872263092142e-05,0.0005397207833404334
