iteration,nf,previous_rho,trust_region_delta,adaptive_schedule,requested_budget,scheduled_budget,shots_added,active_circuits,revealed_union_circuits,accounted_revealed_shots,total_shot_budget,remaining_shot_budget,shot_budget_exhausted,physical_precomputed_shots
0,0,,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,327978,819000,491022,False,327978
1,1,45.08391825421318,0.2,lazy_delta_inverse_square,0,0,0,1918,1918,327978,819000,491022,False,327978
2,2,-1.96766441962296,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,327978,819000,491022,False,327978
3,3,-0.9777444300469511,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,327978,819000,491022,False,327978
4,4,0.6777248433494335,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,327978,819000,491022,False,327978
5,5,-4.620433537826804,0.05,lazy_delta_inverse_square,10000,10000,10000,1918,1918,337978,819000,481022,False,337978
6,6,-0.4465142184210298,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,337978,819000,481022,False,337978
7,7,0.6811804428243153,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,337978,819000,481022,False,337978
8,8,-0.33443643705213366,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,337978,819000,481022,False,337978
9,9,0.7537199096925828,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,337978,819000,481022,False,337978
10,10,-0.12044017197525225,0.025,lazy_delta_inverse_square,10000,10000,10000,1918,1918,347978,819000,471022,False,347978
11,11,0.188662443261933,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,347978,819000,471022,False,347978
12,12,-0.2362419883101494,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,347978,819000,471022,False,347978
13,13,0.5825793626502004,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,347978,819000,471022,False,347978
14,14,-3.3291258560687997,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,347978,819000,471022,False,347978
15,15,0.12879528531494056,0.05,lazy_delta_inverse_square,10000,10000,10000,1918,1918,357978,819000,461022,False,357978
16,16,-5.071933498196121,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,357978,819000,461022,False,357978
17,17,-0.4534972330648262,0.0125,lazy_delta_inverse_square,0,0,0,1918,1918,357978,819000,461022,False,357978
18,18,0.5869877508803053,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,357978,819000,461022,False,357978
19,19,-10.591527944755178,0.0125,lazy_delta_inverse_square,0,0,0,1918,1918,357978,819000,461022,False,357978
20,20,-0.41361997696005476,0.00625,lazy_delta_inverse_square,10000,10000,10000,1918,1918,367978,819000,451022,False,367978
21,21,0.8526186483389091,0.0125,lazy_delta_inverse_square,0,0,0,1918,1918,367978,819000,451022,False,367978
22,22,-8.678361467649406,0.00625,lazy_delta_inverse_square,0,0,0,1918,1918,367978,819000,451022,False,367978
23,23,-0.4767619587870119,0.003125,lazy_delta_inverse_square,0,0,0,1918,1918,367978,819000,451022,False,367978
24,24,0.6912716254408078,0.00625,lazy_delta_inverse_square,0,0,0,1918,1918,367978,819000,451022,False,367978
25,25,-9.3497104948486,0.003125,lazy_delta_inverse_square,10000,10000,10000,1918,1918,377978,819000,441022,False,377978
26,26,-0.6340382628856999,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,377978,819000,441022,False,377978
27,27,0.5186620927814201,0.003125,lazy_delta_inverse_square,0,0,0,1918,1918,377978,819000,441022,False,377978
28,28,-2.162970037681851,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,377978,819000,441022,False,377978
