phase,nf,x_index,incumbent_index,active_objective,full_objective,incumbent_active_objective,incumbent_full_objective,active_residuals,active_circuits,new_residuals_revealed,new_circuits_revealed,union_residuals_revealed,union_circuits_revealed,cumulative_eval_residuals,cumulative_eval_circuits,cumulative_shots_revealed,cumulative_eval_shots,shots_per_circuit,fpr_enabled,fpr_use_union_mask,fpr_selected_residuals,fpr_selected_circuits,fpr_new_residuals,fpr_new_circuits,fpr_union_residuals,fpr_union_circuits,delta,ng,rho,rho_active,rho_full,rho_uses_full_objective,mdec,step_norm,accepted
initial,0,0,0,986363.2182991756,986363.2182991756,986363.2182991756,986363.2182991756,3836,1918,3836,1918,3836,1918,3836,1918,4979128.0,4979128.0,2596.0,False,True,3836,1918,3836,1918,3836,1918,0.1,,,,,False,,,True
trial,1,1,1,384267.0966238063,384267.0966238063,384267.0966238063,384267.0966238063,3836,1918,0,0,3836,1918,7672,3836,4979128.0,9958256.0,2596.0,False,True,3836,1918,0,0,3836,1918,0.1,3143854.39570218,29.955128883998455,29.955128883998455,29.955128883998455,False,-20099.93427192361,0.1,True
trial,2,2,1,505968.1109016571,505968.1109016571,384267.0966238063,384267.0966238063,3836,1918,0,0,3836,1918,11508,5754,4979128.0,14937384.0,2596.0,False,True,3836,1918,0,0,3836,1918,0.2,1386580.4090454273,-0.45572107775133064,-0.45572107775133064,-0.45572107775133064,False,-267051.5370462157,0.2,False
trial,3,3,3,148587.98290040682,148587.98290040682,148587.98290040682,148587.98290040682,3836,1918,0,0,3836,1918,15344,7672,4979128.0,19916512.0,2596.0,False,True,3836,1918,0,0,3836,1918,0.1,1386580.4090454273,0.8948329743416784,0.8948329743416784,0.8948329743416784,False,-263377.77046804375,0.1,True
trial,4,4,3,614088.0750440184,614088.0750440184,148587.98290040682,148587.98290040682,3836,1918,0,0,3836,1918,19180,9590,4979128.0,24895640.0,2596.0,False,True,3836,1918,0,0,3836,1918,0.2,3061096.568107591,-4.5812735619102725,-4.5812735619102725,-4.5812735619102725,False,-101609.32017111639,0.2,False
trial,5,5,3,390243.4624286756,390243.4624286756,148587.98290040682,148587.98290040682,3836,1918,0,0,3836,1918,23016,11508,4979128.0,29874768.0,2596.0,False,True,3836,1918,0,0,3836,1918,0.1,3061096.568107591,-2.420712156436357,-2.420712156436357,-2.420712156436357,False,-99828.25875672101,0.1,False
trial,6,6,3,187488.59944056167,187488.59944056167,148587.98290040682,148587.98290040682,3836,1918,0,0,3836,1918,26852,13426,4979128.0,34853896.0,2596.0,False,True,3836,1918,0,0,3836,1918,0.05,3061096.568107591,-0.4227766508730189,-0.4227766508730189,-0.4227766508730189,False,-92012.21604794504,0.05,False
trial,7,7,7,84465.60907045547,84465.60907045547,84465.60907045547,84465.60907045547,3836,1918,0,0,3836,1918,30688,15344,4979128.0,39833024.0,2596.0,False,True,3836,1918,0,0,3836,1918,0.025,3061096.568107591,0.8038412179620474,0.8038412179620474,0.8038412179620474,False,-79769.95008108532,0.025,True
trial,8,8,7,130194.54527481867,130194.54527481867,84465.60907045547,84465.60907045547,3836,1918,0,0,3836,1918,34524,17262,4979128.0,44812152.0,2596.0,False,True,3836,1918,0,0,3836,1918,0.05,1439875.8551748102,-0.6623202129407809,-0.6623202129407809,-0.6623202129407809,False,-69043.54617432141,0.05,False
trial,9,9,9,42752.25785412563,42752.25785412563,42752.25785412563,42752.25785412563,3836,1918,0,0,3836,1918,38360,19180,4979128.0,49791280.0,2596.0,False,True,3836,1918,0,0,3836,1918,0.025,1439875.8551748102,0.6721754413865243,0.6721754413865243,0.6721754413865243,False,-62057.23781024485,0.025,True
trial,10,10,9,53396.07667486135,53396.07667486135,42752.25785412563,42752.25785412563,3836,1918,0,0,3836,1918,42196,21098,4979128.0,54770408.0,2596.0,False,True,3836,1918,0,0,3836,1918,0.05,2041566.9159840567,-0.30608691464729654,-0.30608691464729654,-0.30608691464729654,False,-34773.84465455042,0.05,False
trial,11,11,11,21085.580991290237,21085.580991290237,21085.580991290237,21085.580991290237,3836,1918,0,0,3836,1918,46032,23016,4979128.0,59749536.0,2596.0,False,True,3836,1918,0,0,3836,1918,0.025,2041566.9159840567,0.6498044408089388,0.6498044408089388,0.6498044408089388,False,-33343.38071907086,0.025,True
trial,12,12,12,12462.399674446053,12462.399674446053,12462.399674446053,12462.399674446053,3836,1918,0,0,3836,1918,49868,24934,4979128.0,64728664.0,2596.0,False,True,3836,1918,0,0,3836,1918,0.05,1190589.2380915906,0.436055242937851,0.436055242937851,0.436055242937851,False,-19775.433173895373,0.049953334181388837,True
trial,13,13,13,1249.7023145383268,1249.7023145383268,1249.7023145383268,1249.7023145383268,3836,1918,0,0,3836,1918,53704,26852,4979128.0,69707792.0,2596.0,False,True,3836,1918,0,0,3836,1918,0.1,686433.6221909532,0.9920058823575322,0.9920058823575322,0.9920058823575322,False,-11303.05531380561,0.027529675231831616,True
trial,14,14,13,1359.8502849235595,1359.8502849235595,1249.7023145383268,1249.7023145383268,3836,1918,0,0,3836,1918,57540,28770,4979128.0,74686920.0,2596.0,False,True,3836,1918,0,0,3836,1918,0.05,153531.69437386937,-0.36484857586170266,-0.36484857586170266,-0.36484857586170266,False,-301.900507971243,0.014070167035894851,False
trial,15,15,13,1359.8502849235595,1359.8502849235595,1249.7023145383268,1249.7023145383268,3836,1918,0,0,3836,1918,61376,30688,4979128.0,79666048.0,2596.0,False,True,3836,1918,0,0,3836,1918,0.025,153531.69437386937,-0.36484857586170266,-0.36484857586170266,-0.36484857586170266,False,-301.900507971243,0.014070167035894851,False
trial,16,16,13,1315.515570548515,1315.515570548515,1249.7023145383268,1249.7023145383268,3836,1918,0,0,3836,1918,65212,32606,4979128.0,84645176.0,2596.0,False,True,3836,1918,0,0,3836,1918,0.0125,153531.69437386937,-0.2180004970081416,-0.2180004970081416,-0.2180004970081416,False,-301.89498149506585,0.011675606707700433,False
trial,17,17,17,1049.4586968957462,1049.4586968957462,1049.4586968957462,1049.4586968957462,3836,1918,0,0,3836,1918,69048,34524,4979128.0,89624304.0,2596.0,False,True,3836,1918,0,0,3836,1918,0.00625,153531.69437386937,0.6644723463497811,0.6644723463497811,0.6644723463497811,False,-301.3573382588468,0.00625,True
trial,18,18,17,1053.7605564476967,1053.7605564476967,1049.4586968957462,1049.4586968957462,3836,1918,0,0,3836,1918,72884,36442,4979128.0,94603432.0,2596.0,False,True,3836,1918,0,0,3836,1918,0.0125,50643.02916262597,-0.0424947811511027,-0.0424947811511027,-0.0424947811511027,False,-101.23265576198406,0.008155098952723304,False
trial,19,19,19,1002.7944805595109,1002.7944805595109,1002.7944805595109,1002.7944805595109,3836,1918,0,0,3836,1918,76720,38360,4979128.0,99582560.0,2596.0,False,True,3836,1918,0,0,3836,1918,0.00625,50643.02916262597,0.4611092241565287,0.4611092241565287,0.4611092241565287,False,-101.19991943686344,0.006158166490092957,True
trial,20,20,19,1017.5885192931275,1017.5885192931275,1002.7944805595109,1002.7944805595109,3836,1918,0,0,3836,1918,80556,40278,4979128.0,104561688.0,2596.0,False,True,3836,1918,0,0,3836,1918,0.0125,27762.542192325072,-0.2706658201988967,-0.2706658201988967,-0.2706658201988967,False,-54.65794950668441,0.007542011425080223,False
trial,21,21,21,991.1951517115846,991.1951517115846,991.1951517115846,991.1951517115846,3836,1918,0,0,3836,1918,84392,42196,4979128.0,109540816.0,2596.0,False,True,3836,1918,0,0,3836,1918,0.00625,27762.542192325072,0.2122814768481605,0.2122814768481605,0.2122814768481605,False,-54.64126696378253,0.0060238125773313346,True
trial,22,22,22,986.8899974098236,986.8899974098236,986.8899974098236,986.8899974098236,3836,1918,0,0,3836,1918,88228,44114,4979128.0,114519944.0,2596.0,False,True,3836,1918,0,0,3836,1918,0.0125,21992.83199061146,0.09997549380593847,0.09997549380593847,0.09997549380593847,False,-43.06209589839705,0.006227633743745694,True
trial,23,23,23,974.4089460903845,974.4089460903845,974.4089460903845,974.4089460903845,3836,1918,0,0,3836,1918,92064,46032,4979128.0,119499072.0,2596.0,False,True,3836,1918,0,0,3836,1918,0.00625,19365.643631830597,0.32129871633706714,0.32129871633706714,0.32129871633706714,False,-38.84563082519634,0.005829928193805303,True
trial,24,24,23,1023.6161452045174,1023.6161452045174,974.4089460903845,974.4089460903845,3836,1918,0,0,3836,1918,95900,47950,4979128.0,124478200.0,2596.0,False,True,3836,1918,0,0,3836,1918,0.0125,15159.348767259602,-1.8737691492077506,-1.8737691492077506,-1.8737691492077506,False,-26.26107871129067,0.00923721889651613,False
