stage,max_length,mean_gate_entanglement_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,1,0.0021239038162340906,0.019348795622887698,0.034915816278263595
1,2,0.0023531911874349054,0.008015741276190397,0.019311042233871697
2,4,0.0008484773524682909,0.008101307455689958,0.009639847964098806
3,8,0.0003458489140268639,0.0032779647258196435,0.004528193143444227
4,16,0.0005740068007590027,0.0018697415176366482,0.0037188068398509204
5,32,0.0001791894752468659,0.0009763705946151791,0.0028943325258647644
6,64,3.215363549999295e-05,0.0006415701082566482,0.0009208379619280113
