iteration,nf,previous_rho,trust_region_delta,adaptive_schedule,requested_budget,scheduled_budget,shots_added,active_circuits,revealed_union_circuits,accounted_revealed_shots,total_shot_budget,remaining_shot_budget,shot_budget_exhausted,physical_precomputed_shots
0,0,,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,11508,220750,209242,False,11508
1,1,37.52549473472267,0.2,lazy_delta_inverse_square,0,0,0,1918,1918,11508,220750,209242,False,11508
2,2,-1.953530061266758,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,11508,220750,209242,False,11508
3,3,-0.7874974020380813,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,11508,220750,209242,False,11508
4,4,0.6774601356989256,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,11508,220750,209242,False,11508
5,5,-3.9888470423128415,0.05,lazy_delta_inverse_square,10000,10000,10000,1918,1918,21508,220750,199242,False,21508
6,6,-0.0621658491131432,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,21508,220750,199242,False,21508
7,7,0.7106162989253603,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,21508,220750,199242,False,21508
8,8,-0.6880580723065071,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,21508,220750,199242,False,21508
9,9,0.5700977497151118,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,21508,220750,199242,False,21508
10,10,-2.1817403574029095,0.025,lazy_delta_inverse_square,10000,10000,10000,1918,1918,31508,220750,189242,False,31508
11,11,0.15627852440808138,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,31508,220750,189242,False,31508
12,12,-0.9961423417768057,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,31508,220750,189242,False,31508
13,13,0.22380727439968134,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,31508,220750,189242,False,31508
14,14,-0.09440414946211664,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,31508,220750,189242,False,31508
15,15,0.7369718873981286,0.05,lazy_delta_inverse_square,10000,10000,10000,1918,1918,41508,220750,179242,False,41508
16,16,-3.1475939680808493,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,41508,220750,179242,False,41508
17,17,-0.8266602273843034,0.0125,lazy_delta_inverse_square,0,0,0,1918,1918,41508,220750,179242,False,41508
18,18,0.7914359925046597,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,41508,220750,179242,False,41508
19,19,-10.38666835720394,0.0125,lazy_delta_inverse_square,0,0,0,1918,1918,41508,220750,179242,False,41508
20,20,-0.9398853979026173,0.00625,lazy_delta_inverse_square,10000,10000,10000,1918,1918,51508,220750,169242,False,51508
21,21,0.6898871766585136,0.0125,lazy_delta_inverse_square,0,0,0,1918,1918,51508,220750,169242,False,51508
22,22,-7.134999732023721,0.00625,lazy_delta_inverse_square,0,0,0,1918,1918,51508,220750,169242,False,51508
23,23,0.08393042163295011,0.0125,lazy_delta_inverse_square,0,0,0,1918,1918,51508,220750,169242,False,51508
24,24,-9.680410407033905,0.00625,lazy_delta_inverse_square,0,0,0,1918,1918,51508,220750,169242,False,51508
25,25,-0.3699377794829885,0.003125,lazy_delta_inverse_square,10000,10000,10000,1918,1918,61508,220750,159242,False,61508
26,26,0.8656078857507546,0.00625,lazy_delta_inverse_square,0,0,0,1918,1918,61508,220750,159242,False,61508
27,27,-3.74731817937138,0.003125,lazy_delta_inverse_square,0,0,0,1918,1918,61508,220750,159242,False,61508
28,28,0.0032289783171471696,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,61508,220750,159242,False,61508
29,29,0.8612413428408974,0.003125,lazy_delta_inverse_square,0,0,0,1918,1918,61508,220750,159242,False,61508
30,30,-7.343993920515196,0.0015625,lazy_delta_inverse_square,10000,10000,10000,1918,1918,71508,220750,149242,False,71508
31,31,0.834453959295212,0.003125,lazy_delta_inverse_square,0,0,0,1918,1918,71508,220750,149242,False,71508
32,32,-2.891328507592404,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,71508,220750,149242,False,71508
33,33,0.3535103369927338,0.003125,lazy_delta_inverse_square,0,0,0,1918,1918,71508,220750,149242,False,71508
34,34,-1.2720403821809076,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,71508,220750,149242,False,71508
35,35,0.14873239977981106,0.003125,lazy_delta_inverse_square,10000,10000,10000,1918,1918,81508,220750,139242,False,81508
36,36,0.13197700664487821,0.00625,lazy_delta_inverse_square,0,0,0,1918,1918,81508,220750,139242,False,81508
37,37,-8.13943852611819,0.003125,lazy_delta_inverse_square,0,0,0,1918,1918,81508,220750,139242,False,81508
38,38,0.10206340090551419,0.00625,lazy_delta_inverse_square,0,0,0,1918,1918,81508,220750,139242,False,81508
39,39,-5.1224124696655915,0.003125,lazy_delta_inverse_square,0,0,0,1918,1918,81508,220750,139242,False,81508
40,40,0.06886841945862356,0.00625,lazy_delta_inverse_square,10000,10000,10000,1918,1918,91508,220750,129242,False,91508
41,41,-4.459889742594193,0.003125,lazy_delta_inverse_square,0,0,0,1918,1918,91508,220750,129242,False,91508
42,42,-0.0929383348657382,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,91508,220750,129242,False,91508
43,43,0.8685206063505738,0.003125,lazy_delta_inverse_square,0,0,0,1918,1918,91508,220750,129242,False,91508
44,44,-1.518544699904881,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,91508,220750,129242,False,91508
45,45,0.4322730192291701,0.003125,lazy_delta_inverse_square,10000,10000,10000,1918,1918,101508,220750,119242,False,101508
46,46,0.034142517894252176,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,101508,220750,119242,False,101508
47,47,0.9093886505502659,0.003125,lazy_delta_inverse_square,0,0,0,1918,1918,101508,220750,119242,False,101508
48,48,-2.682217822756567,0.0015625,lazy_delta_inverse_square,0,0,0,1918,1918,101508,220750,119242,False,101508
49,49,0.03947302754955592,0.00078125,lazy_delta_inverse_square,0,0,0,1918,1918,101508,220750,119242,False,101508
50,50,0.7496024322017448,0.0015625,lazy_delta_inverse_square,10000,10000,10000,1918,1918,111508,220750,109242,False,111508
51,51,0.38179195709774627,0.003125,lazy_delta_inverse_square,0,0,0,1918,1918,111508,220750,109242,False,111508
