reference,member_type,member,vector_l2_error,tracedist
truth,prep,rho0,0.0003600636854486382,0.0002546032186964204
truth,povm,Mdefault,,0.001235157194324983
truth,povm_effect,Mdefault:0,0.0017476926197572162,
truth,povm_effect,Mdefault:1,0.0017476623522922894,
ideal,prep,rho0,0.007042340658285976,0.004979657676166333
ideal,povm,Mdefault,,0.005607911424010667
ideal,povm_effect,Mdefault:0,0.00793156777272413,
ideal,povm_effect,Mdefault:1,0.00793519085057887,
