reference,gate,entanglement_infidelity,average_gate_infidelity,diamond_distance
truth,[],3.37264976262297e-05,2.2484331750819802e-05,0.00028292295904657936
truth,Gxpi2:0,0.00010283778287978329,6.855852191985552e-05,0.0015920282779636552
truth,Gypi2:0,0.0001725871382537436,0.00011505809216916241,0.002382673843409364
truth,Gzpi2:0,9.95648288983908e-05,6.63765525989272e-05,0.002384979382138933
ideal,[],3.37264976262297e-05,2.2484331750819802e-05,0.0002829119287158928
ideal,Gxpi2:0,0.004513080534907843,0.0030087203566052287,0.015395975211430026
ideal,Gypi2:0,0.006273488403718552,0.004182325602479035,0.019350869346053352
ideal,Gzpi2:0,0.004770269941381633,0.003180179960921089,0.026269908932126537
