iteration,nf,previous_rho,trust_region_delta,adaptive_schedule,requested_budget,scheduled_budget,shots_added,active_circuits,revealed_union_circuits,accounted_revealed_shots,total_shot_budget,remaining_shot_budget,shot_budget_exhausted,physical_precomputed_shots
0,0,,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,232078,1164000,931922,False,232078
1,1,45.012647269103134,0.2,lazy_delta_inverse_square,0,0,0,1918,1918,232078,1164000,931922,False,232078
2,2,-1.7630014456474428,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,232078,1164000,931922,False,232078
3,3,-1.1960240631110313,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,232078,1164000,931922,False,232078
4,4,0.6948388358267569,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,232078,1164000,931922,False,232078
5,5,-3.746905673316512,0.05,lazy_delta_inverse_square,10000,10000,10000,1918,1918,242078,1164000,921922,False,242078
6,6,-0.573708373856857,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,242078,1164000,921922,False,242078
7,7,0.674329353037701,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,242078,1164000,921922,False,242078
8,8,0.0886264505315697,0.1,lazy_delta_inverse_square,0,0,0,1918,1918,242078,1164000,921922,False,242078
9,9,-0.0019155285077518827,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,242078,1164000,921922,False,242078
10,10,0.5978273772560541,0.1,lazy_delta_inverse_square,10000,10000,9884,1918,1918,251962,1164000,912038,False,251962
11,11,-2.619468691959872,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,251962,1164000,912038,False,251962
12,12,-0.4069784755755737,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,251962,1164000,912038,False,251962
13,13,0.43815838443429245,0.05,lazy_delta_inverse_square,0,0,0,1918,1918,251962,1164000,912038,False,251962
14,14,0.16848590609874098,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,251962,1164000,912038,False,251962
15,15,0.49690262119263506,0.05,lazy_delta_inverse_square,10000,10000,10000,1918,1918,261962,1164000,902038,False,261962
16,16,-1.2642130133679688,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,261962,1164000,902038,False,261962
17,17,-0.8640615706494987,0.0125,lazy_delta_inverse_square,0,0,0,1918,1918,261962,1164000,902038,False,261962
18,18,0.7314046334069929,0.025,lazy_delta_inverse_square,0,0,0,1918,1918,261962,1164000,902038,False,261962
19,19,-2.6447198433630503,0.0125,lazy_delta_inverse_square,0,0,0,1918,1918,261962,1164000,902038,False,261962
