reference,member_type,member,vector_l2_error,tracedist
truth,prep,rho0,0.0012860298070490506,0.0009093580316486723
truth,povm,Mdefault,,0.0010528996374711743
truth,povm_effect,Mdefault:0,0.0015872509129492226,
truth,povm_effect,Mdefault:1,0.0015890543576992054,
