seed,arm,infidelity,diamond,spam,accounted_revealed_shots,revealed_circuits,total_circuits,objective,flag,seconds,error
108,adaptive_D_nofpr_f005,0.0008117352988997,0.0280942266912842,0.0196805961327231,479500,1918,1918,poisson_logl,123.14316857436695,1647.2,
108,adaptive_D_nofpr_f010,3.914949512962007e-06,0.0008202053384877,0.002257826715319,479500,1918,1918,poisson_logl,44.1051467369614,1625.5,
108,adaptive_D_nofpr_f020,4.92233292595512e-06,0.0006025453139351,0.0012992583084878,479500,1918,1918,poisson_logl,12.878937062595012,1687.9,
108,adaptive_D_nofpr_f030,-1.519084337625598e-06,0.0008452275828153,0.0024387218945015,479500,1918,1918,poisson_logl,24.186079001729755,1185.8,
108,adaptive_D_nofpr_f040,1.9568838274058864e-05,0.0011923351255439,0.0018934350769256,479500,1918,1918,poisson_logl,0.9340022669780124,2010.4,
108,adaptive_D_nofpr_f050,2.875008564462433e-05,0.0010232662589476,0.004043340699278,479500,1918,1918,poisson_logl,57.86496515474647,1581.0,
108,adaptive_D_nofpr_f060,7.391725317903997e-05,0.0010421972438077,0.0034706332493302,479500,1918,1918,poisson_logl,22.83560491856351,1560.9,
108,adaptive_D_nofpr_f070,1.3341858804832851e-05,0.0010307679998451,0.0019727803898434,479500,1918,1918,poisson_logl,19.50135881782048,1636.8,
108,fixed_no_fpr,8.08645233662253e-05,0.0012573147400953,0.0042599288143366,479500,1918,1918,poisson_logl,3.540206811908048,1402.2,
108,lm,6.152445644827531e-05,0.0012272132425617,0.0042976639498408,479500,1918,1918,chi2_ladder_then_mle,LM,35.4,
108,lm_mle,6.572671819068954e-05,0.0012493286261027,0.0043176667024522,479500,1918,1918,pure_mle,LM_MLE,37.6,
