stage,max_length,mean_gate_entanglement_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,1,0.0006315230606968036,0.001483858157434269,0.012413862447716686
1,2,0.0005022215535036845,0.0029617007624383653,0.00643954074838657
2,4,0.00011220266344816321,0.0016638803016121896,0.003463166794407948
3,8,7.317284721472528e-05,0.0012275181596256683,0.0022609330039129885
4,16,4.818542443979501e-05,0.0009161772408980217,0.001531196942251044
5,32,6.431778179744052e-06,0.0005005279962657273,0.000832027175133909
6,64,-1.4809041544716628e-06,0.0004075299677408606,0.0004957625003762564
