stage,max_length,mean_gate_entanglement_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,1,0.0010857288151900624,0.006675809501904634,0.017713932067431045
1,2,0.0007937575004830222,0.004031405873337152,0.0072616994975074605
2,4,0.0005687996076041146,0.0019407404400317268,0.005301064440000272
3,8,0.00028307827122925344,0.0013288429051472883,0.003920510837866821
4,16,0.00011999403533019537,0.0013816193115245594,0.001711319385804858
5,32,7.975338918894681e-05,0.0010411388323988615,0.001485479896873594
6,64,3.0051910717726615e-05,0.0009224957890139707,0.0008028056666038673
