reference,gate,entanglement_infidelity,average_gate_infidelity,diamond_distance
truth,[],3.1002923400857973e-05,2.0668615600571982e-05,0.0002570394437442383
truth,Gxpi2:0,1.7463940505613174e-05,1.1642627003742115e-05,0.00104061337476105
truth,Gypi2:0,0.00010101854057065207,6.734569371376804e-05,0.0017823086247061562
truth,Gzpi2:0,0.00012428735426950333,8.285823617966888e-05,0.0015327594777462129
