reference,member_type,member,vector_l2_error,tracedist
truth,prep,rho0,0.0014408993918850533,0.0010188693204799992
truth,povm,Mdefault,,0.0009042756366310081
truth,povm_effect,Mdefault:0,0.0012790414966696432,
truth,povm_effect,Mdefault:1,0.00127885250713897,
ideal,prep,rho0,0.00625014143016583,0.00441950447630715
ideal,povm,Mdefault,,0.005406615190276302
ideal,povm_effect,Mdefault:0,0.007645313477453401,
ideal,povm_effect,Mdefault:1,0.0076491008196951475,
