reference,member_type,member,vector_l2_error,tracedist
truth,prep,rho0,0.004105128270220079,0.002902762348315328
truth,povm,Mdefault,,0.0027769056666715718
truth,povm_effect,Mdefault:0,0.003933203913880023,
truth,povm_effect,Mdefault:1,0.003933335700436516,
