stage,max_length,mean_gate_entanglement_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,1,0.0011513862992205692,0.003738741499274965,0.010162849117312522
1,2,0.0006758784036350884,0.0030552306634133862,0.006519344294704946
2,4,0.0004146463925963628,0.0015323731988057358,0.003517231304307262
3,8,0.00027736220095070374,0.0013009560849510133,0.001922883843202706
4,16,0.0002045248504592423,0.0006887004737135231,0.0016777811526396797
5,32,7.886804411372239e-05,0.0009062130338017398,0.001000566184123279
6,64,2.716435837665787e-05,0.0009437597220963301,0.000656915413126429
