iteration,nf,previous_rho,trust_region_delta,adaptive_schedule,requested_budget,scheduled_budget,shots_added,active_circuits,revealed_union_circuits,accounted_revealed_shots,total_shot_budget,remaining_shot_budget,shot_budget_exhausted,physical_precomputed_shots
0,0,,0.1,lazy_delta_inverse_square,0,0,0,168,168,117600,963000,845400,False,1342600
1,1,30.645210897407683,0.2,lazy_delta_inverse_square,0,0,0,353,353,247100,963000,715900,False,1342600
2,2,-0.4520161389922964,0.1,lazy_delta_inverse_square,0,0,0,353,353,247100,963000,715900,False,1342600
3,3,0.5599489706585731,0.2,lazy_delta_inverse_square,0,0,0,418,418,292600,963000,670400,False,1342600
4,4,-0.2927088248616394,0.1,lazy_delta_inverse_square,0,0,0,418,418,292600,963000,670400,False,1342600
5,5,0.234314617034968,0.2,lazy_delta_inverse_square,10000,10000,9996,510,510,366996,963000,596004,False,1352596
6,6,-1.569385646881432,0.1,lazy_delta_inverse_square,0,0,0,510,510,366996,963000,596004,False,1352596
7,7,-0.5363612660629029,0.05,lazy_delta_inverse_square,0,0,0,510,510,366996,963000,596004,False,1352596
8,8,0.3259814775030105,0.1,lazy_delta_inverse_square,0,0,0,556,556,399196,963000,563804,False,1352596
9,9,-0.9453832337380129,0.05,lazy_delta_inverse_square,0,0,0,556,556,399196,963000,563804,False,1352596
10,10,0.4001395606086776,0.1,lazy_delta_inverse_square,10000,10000,9525,609,609,445821,963000,517179,False,1362121
11,11,-1.5293786088983838,0.05,lazy_delta_inverse_square,0,0,0,609,609,445821,963000,517179,False,1362121
12,12,-0.1250481909255182,0.025,lazy_delta_inverse_square,0,0,0,609,609,445821,963000,517179,False,1362121
13,13,0.5761701273977367,0.05,lazy_delta_inverse_square,0,0,0,625,625,457021,963000,505979,False,1362121
14,14,-0.2040883843343135,0.025,lazy_delta_inverse_square,0,0,0,625,625,457021,963000,505979,False,1362121
15,15,0.5668495518781185,0.05,lazy_delta_inverse_square,10000,10000,10000,641,641,478221,963000,484779,False,1372121
16,16,-0.8547154873146582,0.025,lazy_delta_inverse_square,0,0,0,641,641,478221,963000,484779,False,1372121
17,17,0.6297208616645155,0.05,lazy_delta_inverse_square,0,0,0,663,663,493621,963000,469379,False,1372121
18,18,-0.921581217841921,0.025,lazy_delta_inverse_square,0,0,0,663,663,493621,963000,469379,False,1372121
19,19,0.6343612654901342,0.05,lazy_delta_inverse_square,0,0,0,706,706,523721,963000,439279,False,1372121
20,20,-0.8052937293265576,0.025,lazy_delta_inverse_square,10000,10000,10000,706,706,533721,963000,429279,False,1382121
21,21,-0.07313129822472182,0.0125,lazy_delta_inverse_square,0,0,0,706,706,533721,963000,429279,False,1382121
22,22,0.39326958925347955,0.025,lazy_delta_inverse_square,0,0,0,738,738,556121,963000,406879,False,1382121
23,23,-0.2687187021462223,0.0125,lazy_delta_inverse_square,0,0,0,738,738,556121,963000,406879,False,1382121
24,24,0.36012926244846355,0.025,lazy_delta_inverse_square,0,0,0,764,764,574321,963000,388679,False,1382121
25,25,-0.37041628544168237,0.0125,lazy_delta_inverse_square,10000,10000,10000,764,764,584321,963000,378679,False,1392121
26,26,0.4021276652534148,0.025,lazy_delta_inverse_square,0,0,0,764,764,584321,963000,378679,False,1392121
27,27,0.4673631992810871,0.05,lazy_delta_inverse_square,0,0,0,769,769,587821,963000,375179,False,1392121
28,28,0.16790710761388306,0.1,lazy_delta_inverse_square,0,0,0,769,769,587821,963000,375179,False,1392121
29,29,-1.6796236337849109,0.05,lazy_delta_inverse_square,0,0,0,769,769,587821,963000,375179,False,1392121
30,30,-0.5084858769077681,0.025,lazy_delta_inverse_square,10000,10000,10000,769,769,597821,963000,365179,False,1402121
31,31,0.5247700769436273,0.05,lazy_delta_inverse_square,0,0,0,775,775,602021,963000,360979,False,1402121
32,32,-0.5253193392060804,0.025,lazy_delta_inverse_square,0,0,0,775,775,602021,963000,360979,False,1402121
33,33,0.825885810362897,0.05,lazy_delta_inverse_square,0,0,0,780,780,605521,963000,357479,False,1402121
34,34,-5.717361039355116,0.025,lazy_delta_inverse_square,0,0,0,780,780,605521,963000,357479,False,1402121
35,35,-1.3044511028823387,0.0125,lazy_delta_inverse_square,10000,10000,10000,780,780,615521,963000,347479,False,1412121
36,36,0.7504588683594495,0.025,lazy_delta_inverse_square,0,0,0,780,780,615521,963000,347479,False,1412121
37,37,-3.9146894305044473,0.0125,lazy_delta_inverse_square,0,0,0,780,780,615521,963000,347479,False,1412121
38,38,-0.9610017750430985,0.00625,lazy_delta_inverse_square,0,0,0,780,780,615521,963000,347479,False,1412121
39,39,0.7362154645675649,0.0125,lazy_delta_inverse_square,0,0,0,780,780,615521,963000,347479,False,1412121
40,40,-5.585002852896671,0.00625,lazy_delta_inverse_square,10000,10000,10000,780,780,625521,963000,337479,False,1422121
41,41,-0.08133034220177908,0.003125,lazy_delta_inverse_square,0,0,0,780,780,625521,963000,337479,False,1422121
42,42,0.8834885200905327,0.00625,lazy_delta_inverse_square,0,0,0,786,786,629721,963000,333279,False,1422121
43,43,-9.894920065563914,0.003125,lazy_delta_inverse_square,0,0,0,786,786,629721,963000,333279,False,1422121
44,44,-0.9056445201081869,0.0015625,lazy_delta_inverse_square,0,0,0,786,786,629721,963000,333279,False,1422121
45,45,0.6308775489318582,0.003125,lazy_delta_inverse_square,10000,10000,10000,786,786,639721,963000,323279,False,1432121
46,46,-1.4091546495114358,0.0015625,lazy_delta_inverse_square,0,0,0,786,786,639721,963000,323279,False,1432121
