stage,max_length,mean_gate_entanglement_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,1,0.002940790899015916,0.013583856987243568,0.05755435913182359
1,2,0.0018970951850529605,0.010191885401195963,0.023558188451622927
2,4,0.001736244479444482,0.0023439924574856527,0.0178530285498361
3,8,0.0012877562775380769,0.0037651867963667883,0.009566644890616122
4,16,0.0008161473753005299,0.0040863152318382865,0.0050005633977956935
5,32,0.0005359242216854132,0.003910303750048035,0.003452761232461691
6,64,0.0002793453469533691,0.0033143230866370756,0.0020612303919708853
