reference,member_type,member,vector_l2_error,tracedist
truth,prep,rho0,0.00755644107793578,0.00534312253760706
truth,povm,Mdefault,,0.0012666984080234184
truth,povm_effect,Mdefault:0,0.001797201459492576,
truth,povm_effect,Mdefault:1,0.0017915766620964593,
