stage,max_length,mean_gate_entanglement_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_gate_diamond_distance_to_truth
0,1,0.0018434536558265824,0.005931581233906441,0.0186634283619887
1,2,0.0012476778422269297,0.005621077421820338,0.006924267053698262
2,4,0.0003852162975488127,0.0027440659797419924,0.004414733870381577
3,8,0.0002548079795730851,0.0021971533749740335,0.0025759807312257387
4,16,3.8510031607874584e-05,0.0018766480246328306,0.001130242594739702
5,32,1.540651679465821e-05,0.0012084587675567525,0.0007172224931707273
6,64,9.382060689261396e-06,0.0011335126000033247,0.0004010156980783988
