reference,member_type,member,vector_l2_error,tracedist
truth,prep,rho0,0.0015792594237353885,0.0011167049842959443
truth,povm,Mdefault,,0.0006394889177721534
truth,povm_effect,Mdefault:0,0.0009105462981405877,
truth,povm_effect,Mdefault:1,0.0009107320781339987,
