reference,gate,entanglement_infidelity,average_gate_infidelity,diamond_distance
truth,[],1.5945702432240694e-05,1.0630468288160463e-05,0.00037213420690884947
truth,Gxpi2:0,4.211080617211316e-05,2.8073870781408772e-05,0.001541563552068511
truth,Gypi2:0,2.8924211849856718e-05,1.928280789990448e-05,0.002017342142542251
truth,Gzpi2:0,0.00014516906809591834,9.677937873061222e-05,0.002571876735345207
ideal,[],1.594570243212967e-05,1.0630468288086448e-05,0.00037227551028151657
ideal,Gxpi2:0,0.004727886598665854,0.003151924399110569,0.01510088739754684
ideal,Gypi2:0,0.0065777304147104365,0.004385153609806958,0.01942744070404793
ideal,Gzpi2:0,0.0044218032807163965,0.002947868853810931,0.0252462550939192
