reference,gate,entanglement_infidelity,average_gate_infidelity,diamond_distance,eigenvalue_nonunitarity_excess,eigenvalue_diamondnorm,eigenvalue_nonunitary_diamondnorm
truth,[],3.872326768594725e-05,2.58155117906315e-05,0.0002376019428605021,3.871471341276855e-05,0.00014180692828732818,5.265268991005989e-05
truth,Gxpi2:0,2.2824217501660193e-05,1.5216145001106796e-05,0.000722958150321827,-3.642776097101397e-05,7.754439025875957e-05,5.623364906942596e-05
truth,Gypi2:0,1.8311996173858702e-06,1.2207997449239134e-06,0.0006960934884814748,-1.6361088242711208e-05,0.00014309751066676597,2.749304291660426e-05
truth,Gzpi2:0,4.6041180873035437e-05,3.069412058202362e-05,0.0009753486640347511,-3.3436907304618124e-06,8.734348443989187e-05,6.288176865035244e-05
